dataset,method,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR100,BPTT,49,93.38,98.996,0.232,68.51,90.19,1.518,6.25e-05
CIFAR100,BPTT,50,93.256,99.048,0.231,68.41,90.49,1.537,3.125e-05
CIFAR100,BPTT,51,93.528,99.084,0.222,68.57,90.52,1.521,3.125e-05
CIFAR100,BPTT,52,93.562,99.028,0.226,68.43,90.5,1.517,3.125e-05
CIFAR100,BPTT,53,93.596,99.028,0.224,68.6,90.54,1.522,3.125e-05
CIFAR100,BPTT,54,93.718,99.002,0.222,68.95,90.45,1.522,3.125e-05
CIFAR100,BPTT,55,93.836,99.032,0.216,68.51,90.62,1.529,3.125e-05
CIFAR100,BPTT,56,93.726,99.038,0.219,68.86,90.42,1.511,1.5625e-05
CIFAR100,BPTT,57,93.636,99.14,0.218,68.49,90.58,1.515,1.5625e-05
CIFAR100,BPTT,58,93.856,99.106,0.215,68.42,90.55,1.522,1.5625e-05
CIFAR100,BPTT,59,93.846,99.092,0.216,69.03,90.68,1.515,1.5625e-05
CIFAR100,BPTT,60,93.852,99.174,0.213,68.82,90.41,1.529,1.5625e-05
CIFAR100,BPTT,61,93.882,99.082,0.216,68.71,90.6,1.521,1.5625e-05
CIFAR100,BPTT,62,93.942,99.124,0.211,68.9,90.41,1.525,7.8125e-06
CIFAR100,BPTT,63,93.796,99.076,0.217,69.04,90.59,1.52,7.8125e-06
CIFAR100,BPTT,64,93.752,99.08,0.219,69.03,90.52,1.522,7.8125e-06
CIFAR100,BPTT,65,94.038,99.112,0.208,68.9,90.64,1.521,7.8125e-06
CIFAR100,BPTT,66,94.05,99.184,0.206,68.79,90.51,1.523,7.8125e-06
CIFAR100,BPTT,67,94.006,99.078,0.211,68.67,90.54,1.528,7.8125e-06
CIFAR100,BPTT,68,93.922,99.062,0.213,68.85,90.4,1.531,3.90625e-06
CIFAR100,BPTT,69,93.942,99.112,0.211,68.7,90.64,1.528,3.90625e-06
CIFAR100,BPTT,70,93.832,99.108,0.213,68.81,90.47,1.53,3.90625e-06
CIFAR100,BPTT,71,94.024,99.084,0.211,68.78,90.53,1.527,3.90625e-06
CIFAR100,BPTT,72,93.878,99.064,0.214,68.72,90.47,1.532,3.90625e-06
CIFAR100,BPTT,73,94.234,99.16,0.206,68.63,90.78,1.523,3.90625e-06
CIFAR100,BPTT,74,93.796,99.098,0.216,68.7,90.49,1.527,1.953125e-06
CIFAR100,BPTT,75,93.892,99.086,0.214,68.79,90.44,1.527,1.953125e-06
CIFAR100,BPTT,76,93.846,99.038,0.217,69.05,90.61,1.524,1.953125e-06
CIFAR100,BPTT,77,94.086,99.09,0.209,68.57,90.38,1.528,1.953125e-06
CIFAR100,BPTT,78,94.006,99.03,0.21,68.77,90.61,1.525,1.953125e-06
CIFAR100,BPTT,79,94.042,99.028,0.211,68.95,90.44,1.526,1.953125e-06
CIFAR100,BPTT,80,93.966,99.146,0.209,68.64,90.61,1.526,9.765625e-07
CIFAR100,BPTT,81,93.966,99.122,0.209,68.63,90.67,1.528,9.765625e-07
CIFAR100,BPTT,82,93.926,99.128,0.212,68.76,90.63,1.529,9.765625e-07
CIFAR100,BPTT,83,93.972,99.154,0.207,68.82,90.57,1.529,9.765625e-07
CIFAR100,BPTT,84,94.18,99.132,0.204,68.86,90.43,1.533,9.765625e-07
CIFAR100,BPTT,85,94.072,99.132,0.205,68.79,90.49,1.528,9.765625e-07
CIFAR100,BPTT,86,94.076,99.158,0.205,68.73,90.58,1.527,4.8828125e-07
CIFAR100,BPTT,87,94.03,99.042,0.209,68.8,90.68,1.531,4.8828125e-07
CIFAR100,BPTT,88,94.17,99.124,0.207,68.69,90.52,1.53,4.8828125e-07
CIFAR100,BPTT,89,94.21,99.11,0.207,68.79,90.54,1.53,4.8828125e-07
CIFAR100,BPTT,90,93.924,99.13,0.208,68.46,90.51,1.53,4.8828125e-07
CIFAR100,BPTT,91,93.928,99.102,0.209,68.75,90.62,1.527,4.8828125e-07
CIFAR100,BPTT,92,94.024,99.108,0.208,68.83,90.56,1.527,2.44140625e-07
CIFAR100,BPTT,93,94.044,99.156,0.207,68.87,90.73,1.525,2.44140625e-07
CIFAR100,BPTT,94,94.01,99.08,0.21,68.86,90.63,1.533,2.44140625e-07
CIFAR100,BPTT,95,93.998,99.116,0.209,68.84,90.55,1.53,2.44140625e-07
CIFAR100,BPTT,96,94.002,99.158,0.208,68.74,90.61,1.53,2.44140625e-07
CIFAR100,BPTT,97,93.816,99.096,0.213,68.82,90.48,1.528,2.44140625e-07
CIFAR100,BPTT,98,94.03,99.132,0.208,68.87,90.55,1.527,1.220703125e-07
CIFAR100,BPTT,99,94.12,99.132,0.207,68.8,90.49,1.53,1.220703125e-07
CIFAR100,BPTT,100,93.914,99.108,0.212,68.85,90.44,1.525,1.220703125e-07
CIFAR100,BPTT,101,93.854,99.152,0.209,68.81,90.5,1.527,1.220703125e-07
CIFAR100,BPTT,102,94.122,99.084,0.209,68.77,90.63,1.528,1.220703125e-07
CIFAR100,BPTT,103,94.04,99.142,0.208,68.61,90.54,1.525,1.220703125e-07
CIFAR100,BPTT,104,94.102,99.106,0.206,68.84,90.62,1.531,6.103515625e-08
CIFAR100,BPTT,105,94.076,99.138,0.207,68.79,90.62,1.527,6.103515625e-08
CIFAR100,BPTT,106,94.134,99.156,0.205,68.72,90.74,1.527,6.103515625e-08
CIFAR100,BPTT,107,94.196,99.166,0.204,68.71,90.59,1.53,6.103515625e-08
CIFAR100,BPTT,108,94.176,99.12,0.204,68.68,90.72,1.53,6.103515625e-08
CIFAR100,BPTT,109,94.178,99.14,0.202,68.81,90.8,1.529,6.103515625e-08
CIFAR100,BPTT,110,94.058,99.062,0.211,68.52,90.62,1.53,3.0517578125e-08
CIFAR100,BPTT,111,93.992,99.118,0.207,68.67,90.6,1.532,3.0517578125e-08
CIFAR100,BPTT,112,93.95,99.13,0.211,68.54,90.63,1.528,3.0517578125e-08
CIFAR100,BPTT,113,94.032,99.116,0.211,68.84,90.5,1.534,3.0517578125e-08
CIFAR100,BPTT,114,94.192,99.148,0.206,68.54,90.65,1.525,3.0517578125e-08
CIFAR100,BPTT,115,93.932,99.09,0.209,68.67,90.66,1.53,3.0517578125e-08
CIFAR100,BPTT,116,93.982,99.05,0.213,68.54,90.59,1.529,1.52587890625e-08
CIFAR100,BPTT,117,93.904,99.082,0.211,68.57,90.67,1.528,1.52587890625e-08
CIFAR100,BPTT,118,94.204,99.094,0.204,68.5,90.5,1.529,1.52587890625e-08
CIFAR100,BPTT,119,94.144,99.15,0.202,68.76,90.56,1.525,1.52587890625e-08
CIFAR100,BPTT,120,94.016,99.14,0.207,68.78,90.62,1.528,1.52587890625e-08
CIFAR100,BPTT,121,94.074,99.118,0.203,68.74,90.64,1.529,1.52587890625e-08
CIFAR100,BPTT,122,93.82,99.106,0.212,68.54,90.68,1.532,1.52587890625e-08
CIFAR100,BPTT,123,94.102,99.13,0.206,68.72,90.51,1.526,1.52587890625e-08
CIFAR100,BPTT,124,93.976,99.122,0.208,68.46,90.62,1.528,1.52587890625e-08
CIFAR100,BPTT,125,94.006,99.068,0.212,68.82,90.59,1.527,1.52587890625e-08
CIFAR100,BPTT,126,93.944,99.05,0.213,68.86,90.73,1.529,1.52587890625e-08
CIFAR100,BPTT,127,93.942,99.082,0.211,68.52,90.57,1.529,1.52587890625e-08
CIFAR100,BPTT,128,94.21,99.134,0.205,68.67,90.67,1.53,1.52587890625e-08
CIFAR100,BPTT,129,94.118,99.118,0.206,68.56,90.69,1.529,1.52587890625e-08
CIFAR100,BPTT,130,93.896,99.112,0.211,68.74,90.74,1.531,1.52587890625e-08
CIFAR100,BPTT,131,94.218,99.166,0.203,68.67,90.7,1.532,1.52587890625e-08
CIFAR100,BPTT,132,94.008,99.17,0.209,68.84,90.69,1.531,1.52587890625e-08
CIFAR100,BPTT,133,93.97,99.142,0.209,68.66,90.72,1.527,1.52587890625e-08
CIFAR100,BPTT,134,94.244,99.12,0.203,68.75,90.72,1.529,1.52587890625e-08
CIFAR100,BPTT,135,94.072,99.102,0.209,68.76,90.71,1.526,1.52587890625e-08
CIFAR100,BPTT,136,94.038,99.084,0.21,68.55,90.69,1.528,1.52587890625e-08
CIFAR100,BPTT,137,93.95,99.09,0.208,68.58,90.67,1.533,1.52587890625e-08
CIFAR100,BPTT,138,94.212,99.186,0.201,68.86,90.63,1.53,1.52587890625e-08
CIFAR100,BPTT,139,94.162,99.134,0.203,68.67,90.63,1.528,1.52587890625e-08
CIFAR100,BPTT,140,94.138,99.144,0.203,68.74,90.81,1.524,1.52587890625e-08
CIFAR100,BPTT,141,93.966,99.126,0.209,68.86,90.79,1.531,1.52587890625e-08
CIFAR100,BPTT,142,94.192,99.166,0.204,68.65,90.73,1.532,1.52587890625e-08
CIFAR100,BPTT,143,94.194,99.092,0.206,68.53,90.77,1.527,1.52587890625e-08
CIFAR100,BPTT,144,94.104,99.118,0.208,68.8,90.82,1.534,1.52587890625e-08
CIFAR100,BPTT,145,94.138,99.108,0.206,68.88,90.64,1.531,1.52587890625e-08
CIFAR100,BPTT,146,94.124,99.146,0.205,68.75,90.73,1.53,1.52587890625e-08
CIFAR100,BPTT,147,93.912,99.092,0.21,68.75,90.74,1.531,1.52587890625e-08
CIFAR100,BPTT,148,94.05,99.07,0.207,68.59,90.64,1.529,1.52587890625e-08
CIFAR100,BPTT,149,94.022,99.128,0.208,68.82,90.65,1.529,1.52587890625e-08
CIFAR100,BPTT,150,94.118,99.122,0.207,68.9,90.78,1.528,1.52587890625e-08
CIFAR100,BPTT,151,94.058,99.078,0.21,68.93,90.71,1.528,1.52587890625e-08
CIFAR100,BPTT,152,94.014,99.22,0.205,68.67,90.62,1.528,1.52587890625e-08
CIFAR100,BPTT,153,93.98,99.124,0.209,68.59,90.63,1.533,1.52587890625e-08
CIFAR100,BPTT,154,94.14,99.156,0.204,68.77,90.76,1.527,1.52587890625e-08
CIFAR100,BPTT,155,94.082,99.088,0.207,68.8,90.79,1.529,1.52587890625e-08
CIFAR100,BPTT,156,94.102,99.13,0.205,68.82,90.67,1.531,1.52587890625e-08
CIFAR100,BPTT,157,94.186,99.092,0.207,68.57,90.71,1.531,1.52587890625e-08
CIFAR100,BPTT,158,94.168,99.144,0.206,68.54,90.66,1.532,1.52587890625e-08
CIFAR100,BPTT,159,94.114,99.06,0.208,68.69,90.56,1.532,1.52587890625e-08
CIFAR100,BPTT,160,93.858,99.09,0.213,68.65,90.55,1.531,1.52587890625e-08
CIFAR100,BPTT,161,94.028,99.054,0.21,68.6,90.57,1.533,1.52587890625e-08
CIFAR100,BPTT,162,94.1,99.152,0.205,68.77,90.56,1.533,1.52587890625e-08
CIFAR100,BPTT,163,94.082,99.17,0.206,69.0,90.54,1.53,1.52587890625e-08
CIFAR100,BPTT,164,93.796,99.07,0.213,68.76,90.44,1.529,1.52587890625e-08
CIFAR100,BPTT,165,93.958,99.162,0.21,68.85,90.6,1.53,1.52587890625e-08
CIFAR100,BPTT,166,94.062,99.158,0.205,68.7,90.44,1.528,1.52587890625e-08
CIFAR100,BPTT,167,93.922,99.054,0.211,68.73,90.52,1.532,1.52587890625e-08
CIFAR100,BPTT,168,94.034,99.098,0.206,68.82,90.46,1.533,1.52587890625e-08
CIFAR100,BPTT,169,93.92,99.148,0.211,68.77,90.69,1.529,1.52587890625e-08
CIFAR100,BPTT,170,93.956,99.162,0.205,68.95,90.59,1.53,1.52587890625e-08
CIFAR100,BPTT,171,94.174,99.132,0.205,68.76,90.54,1.531,1.52587890625e-08
CIFAR100,BPTT,172,94.148,99.138,0.205,68.72,90.75,1.53,1.52587890625e-08
CIFAR100,BPTT,173,94.084,99.16,0.205,68.9,90.48,1.528,1.52587890625e-08
CIFAR100,BPTT,174,93.976,99.042,0.213,68.88,90.63,1.529,1.52587890625e-08
CIFAR100,BPTT,175,94.126,99.18,0.206,68.79,90.73,1.53,1.52587890625e-08
CIFAR100,BPTT,176,94.056,99.086,0.208,68.72,90.54,1.531,1.52587890625e-08
CIFAR100,BPTT,177,94.036,99.13,0.208,68.79,90.59,1.529,1.52587890625e-08
CIFAR100,BPTT,178,94.078,99.098,0.208,68.64,90.68,1.532,1.52587890625e-08
CIFAR100,BPTT,179,94.018,99.088,0.208,68.79,90.64,1.532,1.52587890625e-08
CIFAR100,BPTT,180,94.056,99.064,0.208,68.88,90.76,1.533,1.52587890625e-08
CIFAR100,BPTT,181,94.126,99.1,0.206,68.86,90.6,1.532,1.52587890625e-08
CIFAR100,BPTT,182,93.932,99.142,0.21,68.92,90.59,1.535,1.52587890625e-08
CIFAR100,BPTT,183,93.872,99.168,0.209,68.8,90.83,1.529,1.52587890625e-08
CIFAR100,BPTT,184,93.932,99.076,0.213,68.84,90.7,1.533,1.52587890625e-08
CIFAR100,BPTT,185,93.864,99.068,0.209,68.83,90.73,1.531,1.52587890625e-08
CIFAR100,BPTT,186,94.03,99.096,0.21,68.99,90.56,1.532,1.52587890625e-08
CIFAR100,BPTT,187,94.154,99.132,0.205,68.92,90.65,1.529,1.52587890625e-08
CIFAR100,BPTT,188,94.094,99.1,0.206,68.75,90.68,1.528,1.52587890625e-08
CIFAR100,BPTT,189,94.044,99.088,0.206,68.89,90.59,1.527,1.52587890625e-08
CIFAR100,BPTT,190,93.918,99.024,0.213,68.69,90.74,1.528,1.52587890625e-08
CIFAR100,BPTT,191,93.918,99.044,0.213,68.68,90.67,1.531,1.52587890625e-08
CIFAR100,BPTT,192,93.986,99.132,0.207,68.79,90.63,1.531,1.52587890625e-08
CIFAR100,BPTT,193,94.18,99.094,0.206,68.8,90.65,1.534,1.52587890625e-08
CIFAR100,BPTT,194,94.078,99.168,0.204,68.67,90.58,1.529,1.52587890625e-08
CIFAR100,BPTT,195,94.152,99.2,0.204,68.78,90.63,1.533,1.52587890625e-08
CIFAR100,BPTT,196,94.082,99.11,0.208,68.72,90.63,1.529,1.52587890625e-08
CIFAR100,BPTT,197,94.196,99.192,0.202,68.85,90.57,1.531,1.52587890625e-08
CIFAR100,BPTT,198,94.02,99.148,0.21,68.71,90.69,1.531,1.52587890625e-08
CIFAR100,BPTT,199,94.118,99.138,0.206,68.76,90.53,1.532,1.52587890625e-08
CIFAR100,BPTT,200,94.042,99.228,0.205,68.76,90.64,1.531,1.52587890625e-08
