dataset,method,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR100,TESS,31,81.312,96.678,1.675,66.87,90.43,4.772,0.00025
CIFAR100,TESS,32,82.336,96.696,1.619,66.95,90.2,4.862,0.00025
CIFAR100,TESS,33,82.414,97.004,1.579,67.59,90.47,4.799,0.00025
CIFAR100,TESS,34,83.026,96.972,1.55,67.17,90.41,4.895,0.00025
CIFAR100,TESS,35,83.068,97.1,1.513,67.54,90.38,4.903,0.00025
CIFAR100,TESS,36,83.406,97.11,1.503,67.35,90.44,4.901,0.00025
CIFAR100,TESS,37,83.816,97.346,1.447,67.64,90.37,4.932,0.000125
CIFAR100,TESS,38,84.958,97.528,1.341,68.01,91.04,4.796,0.000125
CIFAR100,TESS,39,85.502,97.712,1.265,68.37,90.82,4.868,0.000125
CIFAR100,TESS,40,85.708,97.752,1.254,68.48,90.77,4.841,0.000125
CIFAR100,TESS,41,85.964,97.706,1.241,68.03,90.97,4.841,0.000125
CIFAR100,TESS,42,86.078,97.86,1.211,68.02,91.02,4.886,0.000125
CIFAR100,TESS,43,86.348,97.926,1.196,68.02,91.15,4.867,6.25e-05
CIFAR100,TESS,44,86.872,98.044,1.139,68.52,91.13,4.826,6.25e-05
CIFAR100,TESS,45,87.248,97.966,1.129,68.54,91.1,4.811,6.25e-05
CIFAR100,TESS,46,87.226,98.022,1.123,68.56,91.06,4.853,6.25e-05
CIFAR100,TESS,47,87.214,98.01,1.092,68.41,91.19,4.84,6.25e-05
CIFAR100,TESS,48,87.42,98.028,1.106,68.49,90.98,4.833,6.25e-05
CIFAR100,TESS,49,87.61,98.046,1.08,68.43,91.15,4.852,3.125e-05
CIFAR100,TESS,50,87.84,98.264,1.041,68.75,91.33,4.79,3.125e-05
CIFAR100,TESS,51,87.966,98.094,1.053,68.68,91.08,4.833,3.125e-05
CIFAR100,TESS,52,87.978,98.138,1.042,68.67,91.15,4.867,3.125e-05
CIFAR100,TESS,53,87.74,98.078,1.061,68.77,91.25,4.842,3.125e-05
CIFAR100,TESS,54,88.024,98.214,1.016,68.62,91.06,4.866,3.125e-05
CIFAR100,TESS,55,88.094,98.214,1.031,68.84,91.1,4.871,1.5625e-05
CIFAR100,TESS,56,88.326,98.332,1.0,68.68,91.13,4.864,1.5625e-05
CIFAR100,TESS,57,88.4,98.262,1.021,68.67,91.28,4.852,1.5625e-05
CIFAR100,TESS,58,88.186,98.236,1.021,68.75,91.2,4.873,1.5625e-05
CIFAR100,TESS,59,88.39,98.222,1.001,68.67,91.22,4.857,1.5625e-05
CIFAR100,TESS,60,88.32,98.33,0.989,68.74,90.99,4.881,1.5625e-05
CIFAR100,TESS,61,88.52,98.214,0.985,68.99,91.19,4.871,7.8125e-06
CIFAR100,TESS,62,88.604,98.286,0.982,68.9,91.21,4.864,7.8125e-06
CIFAR100,TESS,63,88.656,98.35,0.972,68.76,91.13,4.893,7.8125e-06
CIFAR100,TESS,64,88.538,98.31,0.969,69.03,91.13,4.861,7.8125e-06
CIFAR100,TESS,65,88.43,98.316,0.979,68.57,91.31,4.901,7.8125e-06
CIFAR100,TESS,66,88.66,98.304,0.974,68.8,91.26,4.868,7.8125e-06
CIFAR100,TESS,67,88.516,98.23,1.0,68.87,91.11,4.876,3.90625e-06
CIFAR100,TESS,68,88.586,98.344,0.971,68.71,91.19,4.876,3.90625e-06
CIFAR100,TESS,69,88.588,98.34,0.979,69.07,91.26,4.852,3.90625e-06
CIFAR100,TESS,70,88.682,98.432,0.963,68.89,91.27,4.875,3.90625e-06
CIFAR100,TESS,71,88.686,98.296,0.978,68.78,91.14,4.883,3.90625e-06
CIFAR100,TESS,72,88.708,98.362,0.968,68.71,91.27,4.875,3.90625e-06
CIFAR100,TESS,73,88.648,98.236,0.989,68.8,91.25,4.871,1.953125e-06
CIFAR100,TESS,74,88.678,98.286,0.974,68.79,91.45,4.861,1.953125e-06
CIFAR100,TESS,75,88.842,98.286,0.965,68.92,91.35,4.861,1.953125e-06
CIFAR100,TESS,76,88.632,98.256,0.998,68.74,91.13,4.862,1.953125e-06
CIFAR100,TESS,77,88.856,98.26,0.963,68.75,91.05,4.887,1.953125e-06
CIFAR100,TESS,78,88.768,98.266,0.959,68.73,91.08,4.891,1.953125e-06
CIFAR100,TESS,79,88.538,98.32,0.977,68.78,91.15,4.88,9.765625e-07
CIFAR100,TESS,80,88.768,98.314,0.971,68.77,91.16,4.89,9.765625e-07
CIFAR100,TESS,81,88.764,98.334,0.959,68.83,91.27,4.862,9.765625e-07
CIFAR100,TESS,82,88.492,98.314,0.978,68.91,91.26,4.889,9.765625e-07
CIFAR100,TESS,83,88.654,98.34,0.99,68.53,91.25,4.877,9.765625e-07
CIFAR100,TESS,84,88.716,98.326,0.972,68.83,91.17,4.884,9.765625e-07
CIFAR100,TESS,85,88.65,98.336,0.981,69.1,91.25,4.859,4.8828125e-07
CIFAR100,TESS,86,88.74,98.372,0.953,68.88,91.17,4.869,4.8828125e-07
CIFAR100,TESS,87,88.738,98.316,0.976,68.6,91.23,4.866,4.8828125e-07
CIFAR100,TESS,88,88.708,98.322,0.974,68.72,91.12,4.869,4.8828125e-07
CIFAR100,TESS,89,88.786,98.34,0.973,68.81,91.24,4.879,4.8828125e-07
CIFAR100,TESS,90,88.948,98.376,0.952,68.8,91.08,4.896,4.8828125e-07
CIFAR100,TESS,91,89.01,98.348,0.942,68.98,91.2,4.886,2.44140625e-07
CIFAR100,TESS,92,88.8,98.302,0.981,68.82,91.18,4.877,2.44140625e-07
CIFAR100,TESS,93,88.718,98.296,0.971,68.96,91.11,4.886,2.44140625e-07
CIFAR100,TESS,94,88.794,98.372,0.951,68.81,91.16,4.88,2.44140625e-07
CIFAR100,TESS,95,88.904,98.346,0.949,68.84,91.15,4.885,2.44140625e-07
CIFAR100,TESS,96,88.724,98.378,0.983,68.66,91.24,4.88,2.44140625e-07
CIFAR100,TESS,97,88.526,98.224,1.0,68.86,91.3,4.861,1.220703125e-07
CIFAR100,TESS,98,88.864,98.502,0.945,68.87,91.1,4.877,1.220703125e-07
CIFAR100,TESS,99,88.694,98.338,0.976,68.79,91.23,4.885,1.220703125e-07
CIFAR100,TESS,100,88.852,98.412,0.964,68.61,91.3,4.881,1.220703125e-07
CIFAR100,TESS,101,88.936,98.378,0.953,68.72,91.23,4.877,1.220703125e-07
CIFAR100,TESS,102,88.822,98.448,0.95,68.64,91.1,4.88,1.220703125e-07
CIFAR100,TESS,103,88.91,98.352,0.981,68.69,91.11,4.891,6.103515625e-08
CIFAR100,TESS,104,88.706,98.368,0.959,68.81,91.27,4.876,6.103515625e-08
CIFAR100,TESS,105,88.54,98.428,0.982,68.7,91.06,4.889,6.103515625e-08
CIFAR100,TESS,106,88.77,98.322,0.985,68.53,91.25,4.891,6.103515625e-08
CIFAR100,TESS,107,88.566,98.27,0.986,68.55,91.24,4.902,6.103515625e-08
CIFAR100,TESS,108,88.906,98.364,0.943,68.69,91.12,4.892,6.103515625e-08
CIFAR100,TESS,109,88.82,98.378,0.965,68.57,91.06,4.888,3.0517578125e-08
CIFAR100,TESS,110,88.816,98.364,0.962,68.42,91.22,4.896,3.0517578125e-08
CIFAR100,TESS,111,88.702,98.33,0.966,68.6,91.12,4.896,3.0517578125e-08
CIFAR100,TESS,112,88.73,98.366,0.973,68.58,91.24,4.892,3.0517578125e-08
CIFAR100,TESS,113,88.826,98.384,0.95,68.55,91.09,4.885,3.0517578125e-08
CIFAR100,TESS,114,88.88,98.452,0.941,68.4,91.19,4.887,3.0517578125e-08
CIFAR100,TESS,115,88.692,98.4,0.964,68.52,91.13,4.887,1.52587890625e-08
CIFAR100,TESS,116,88.632,98.388,0.96,68.44,91.15,4.89,1.52587890625e-08
CIFAR100,TESS,117,88.802,98.352,0.973,68.43,91.24,4.886,1.52587890625e-08
CIFAR100,TESS,118,88.852,98.272,0.96,68.47,91.25,4.885,1.52587890625e-08
CIFAR100,TESS,119,88.634,98.266,0.986,68.33,91.18,4.891,1.52587890625e-08
CIFAR100,TESS,120,88.634,98.204,0.992,68.72,91.14,4.893,1.52587890625e-08
CIFAR100,TESS,121,88.906,98.298,0.969,68.6,91.19,4.895,1.52587890625e-08
CIFAR100,TESS,122,88.878,98.38,0.958,68.55,91.23,4.898,1.52587890625e-08
CIFAR100,TESS,123,88.582,98.38,0.984,68.57,91.14,4.902,1.52587890625e-08
CIFAR100,TESS,124,88.922,98.346,0.949,68.55,91.14,4.892,1.52587890625e-08
CIFAR100,TESS,125,88.904,98.37,0.942,68.66,91.17,4.892,1.52587890625e-08
CIFAR100,TESS,126,88.796,98.282,0.981,68.69,91.24,4.883,1.52587890625e-08
CIFAR100,TESS,127,88.548,98.342,0.982,68.52,91.11,4.881,1.52587890625e-08
CIFAR100,TESS,128,88.692,98.366,0.959,68.59,91.19,4.887,1.52587890625e-08
CIFAR100,TESS,129,88.578,98.376,0.968,68.67,91.18,4.887,1.52587890625e-08
CIFAR100,TESS,130,88.576,98.364,0.979,68.75,91.27,4.889,1.52587890625e-08
CIFAR100,TESS,131,88.904,98.346,0.953,68.62,91.18,4.883,1.52587890625e-08
CIFAR100,TESS,132,88.872,98.348,0.961,68.54,91.29,4.887,1.52587890625e-08
CIFAR100,TESS,133,88.722,98.374,0.974,68.49,91.17,4.898,1.52587890625e-08
CIFAR100,TESS,134,88.758,98.36,0.965,68.46,91.17,4.895,1.52587890625e-08
CIFAR100,TESS,135,88.876,98.428,0.941,68.51,91.13,4.897,1.52587890625e-08
CIFAR100,TESS,136,88.838,98.364,0.961,68.46,91.2,4.895,1.52587890625e-08
CIFAR100,TESS,137,88.838,98.376,0.962,68.56,91.23,4.887,1.52587890625e-08
CIFAR100,TESS,138,88.904,98.39,0.952,68.57,91.23,4.896,1.52587890625e-08
CIFAR100,TESS,139,88.492,98.386,0.967,68.63,91.13,4.899,1.52587890625e-08
CIFAR100,TESS,140,88.708,98.332,0.976,68.78,91.19,4.887,1.52587890625e-08
CIFAR100,TESS,141,88.844,98.308,0.967,68.64,91.11,4.891,1.52587890625e-08
CIFAR100,TESS,142,88.828,98.376,0.963,68.49,91.2,4.889,1.52587890625e-08
CIFAR100,TESS,143,88.38,98.202,1.001,68.63,91.28,4.895,1.52587890625e-08
CIFAR100,TESS,144,88.7,98.26,0.992,68.62,91.26,4.891,1.52587890625e-08
CIFAR100,TESS,145,88.894,98.33,0.954,68.52,91.17,4.894,1.52587890625e-08
CIFAR100,TESS,146,88.712,98.33,0.972,68.69,91.31,4.89,1.52587890625e-08
CIFAR100,TESS,147,88.798,98.34,0.95,68.61,91.22,4.898,1.52587890625e-08
CIFAR100,TESS,148,89.028,98.322,0.957,68.6,91.19,4.889,1.52587890625e-08
CIFAR100,TESS,149,88.618,98.288,0.977,68.72,91.23,4.877,1.52587890625e-08
CIFAR100,TESS,150,88.826,98.404,0.953,68.44,91.12,4.89,1.52587890625e-08
CIFAR100,TESS,151,88.856,98.25,0.973,68.76,91.28,4.881,1.52587890625e-08
CIFAR100,TESS,152,88.624,98.256,1.01,68.4,91.22,4.885,1.52587890625e-08
CIFAR100,TESS,153,88.784,98.332,0.965,68.65,91.18,4.894,1.52587890625e-08
CIFAR100,TESS,154,88.776,98.374,0.966,68.5,91.29,4.885,1.52587890625e-08
CIFAR100,TESS,155,88.558,98.27,0.982,68.61,91.23,4.9,1.52587890625e-08
CIFAR100,TESS,156,88.888,98.394,0.951,68.61,91.24,4.887,1.52587890625e-08
CIFAR100,TESS,157,88.668,98.38,0.968,68.78,91.29,4.886,1.52587890625e-08
CIFAR100,TESS,158,88.682,98.3,0.981,68.68,91.25,4.876,1.52587890625e-08
CIFAR100,TESS,159,88.65,98.248,0.979,68.62,91.04,4.909,1.52587890625e-08
CIFAR100,TESS,160,88.788,98.41,0.971,68.66,91.14,4.897,1.52587890625e-08
CIFAR100,TESS,161,88.822,98.388,0.954,68.62,91.17,4.898,1.52587890625e-08
CIFAR100,TESS,162,88.786,98.332,0.96,68.82,91.24,4.893,1.52587890625e-08
CIFAR100,TESS,163,88.874,98.21,0.974,68.79,91.15,4.894,1.52587890625e-08
CIFAR100,TESS,164,88.626,98.37,0.97,68.77,91.29,4.885,1.52587890625e-08
CIFAR100,TESS,165,88.858,98.294,0.977,68.58,91.19,4.888,1.52587890625e-08
CIFAR100,TESS,166,88.602,98.34,0.979,68.67,91.23,4.888,1.52587890625e-08
CIFAR100,TESS,167,88.746,98.28,0.972,68.82,91.09,4.888,1.52587890625e-08
CIFAR100,TESS,168,88.822,98.358,0.958,68.84,91.26,4.891,1.52587890625e-08
CIFAR100,TESS,169,88.708,98.308,0.983,68.81,91.18,4.879,1.52587890625e-08
CIFAR100,TESS,170,88.748,98.32,0.951,68.77,91.13,4.888,1.52587890625e-08
CIFAR100,TESS,171,88.53,98.268,0.991,68.9,91.15,4.888,1.52587890625e-08
CIFAR100,TESS,172,88.7,98.322,0.983,68.7,91.19,4.899,1.52587890625e-08
CIFAR100,TESS,173,88.766,98.366,0.954,68.61,91.4,4.888,1.52587890625e-08
CIFAR100,TESS,174,88.8,98.282,0.968,68.54,91.14,4.898,1.52587890625e-08
CIFAR100,TESS,175,88.762,98.356,0.975,68.58,91.25,4.893,1.52587890625e-08
CIFAR100,TESS,176,88.662,98.274,0.994,68.75,91.28,4.887,1.52587890625e-08
CIFAR100,TESS,177,88.654,98.268,0.992,68.64,91.3,4.888,1.52587890625e-08
CIFAR100,TESS,178,88.816,98.374,0.963,68.6,91.22,4.899,1.52587890625e-08
CIFAR100,TESS,179,88.826,98.268,0.966,68.79,91.13,4.892,1.52587890625e-08
CIFAR100,TESS,180,88.754,98.236,0.984,68.7,91.09,4.896,1.52587890625e-08
CIFAR100,TESS,181,88.77,98.356,0.966,68.68,91.17,4.897,1.52587890625e-08
CIFAR100,TESS,182,88.782,98.28,0.981,68.63,91.11,4.89,1.52587890625e-08
CIFAR100,TESS,183,88.798,98.334,0.972,68.55,91.15,4.897,1.52587890625e-08
CIFAR100,TESS,184,88.766,98.268,0.968,68.72,91.18,4.887,1.52587890625e-08
CIFAR100,TESS,185,88.74,98.238,0.973,68.63,91.25,4.89,1.52587890625e-08
CIFAR100,TESS,186,88.914,98.486,0.946,68.67,91.27,4.89,1.52587890625e-08
CIFAR100,TESS,187,88.644,98.306,0.988,68.71,91.24,4.891,1.52587890625e-08
CIFAR100,TESS,188,88.804,98.428,0.949,68.51,91.26,4.881,1.52587890625e-08
CIFAR100,TESS,189,88.636,98.326,0.975,68.52,91.17,4.892,1.52587890625e-08
CIFAR100,TESS,190,88.814,98.344,0.951,68.6,91.38,4.888,1.52587890625e-08
CIFAR100,TESS,191,88.762,98.312,0.967,68.85,91.29,4.876,1.52587890625e-08
CIFAR100,TESS,192,88.7,98.408,0.957,68.67,91.26,4.891,1.52587890625e-08
CIFAR100,TESS,193,88.698,98.368,0.97,68.79,91.27,4.879,1.52587890625e-08
CIFAR100,TESS,194,88.982,98.342,0.934,68.7,91.19,4.869,1.52587890625e-08
CIFAR100,TESS,195,88.866,98.346,0.96,68.78,91.24,4.87,1.52587890625e-08
CIFAR100,TESS,196,88.622,98.296,0.984,68.66,91.26,4.877,1.52587890625e-08
CIFAR100,TESS,197,88.836,98.298,0.962,68.58,91.19,4.884,1.52587890625e-08
CIFAR100,TESS,198,88.694,98.286,0.98,68.71,91.25,4.872,1.52587890625e-08
CIFAR100,TESS,199,88.814,98.312,0.977,68.77,91.24,4.884,1.52587890625e-08
CIFAR100,TESS,200,88.738,98.316,0.967,68.76,91.23,4.866,1.52587890625e-08
