dataset,alpha_post,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
DVSGesture,0,60,99.948,100.0,0.008,96.591,100.0,2.94,3.90625e-06
DVSGesture,0,61,99.948,100.0,0.006,96.212,100.0,3.034,3.90625e-06
DVSGesture,0,62,99.923,100.0,0.008,96.591,100.0,2.906,3.90625e-06
DVSGesture,0,63,99.948,100.0,0.005,96.212,100.0,2.953,3.90625e-06
DVSGesture,0,64,99.897,100.0,0.016,96.212,100.0,3.104,3.90625e-06
DVSGesture,0,65,99.923,100.0,0.007,96.212,100.0,3.019,1.953125e-06
DVSGesture,0,66,99.974,100.0,0.009,96.212,100.0,3.103,1.953125e-06
DVSGesture,0,67,99.974,100.0,0.008,96.212,100.0,3.038,1.953125e-06
DVSGesture,0,68,99.923,100.0,0.012,96.212,100.0,3.01,1.953125e-06
DVSGesture,0,69,99.923,100.0,0.017,96.212,100.0,3.007,1.953125e-06
DVSGesture,0,70,99.948,100.0,0.006,96.212,100.0,3.064,1.953125e-06
DVSGesture,0,71,99.948,100.0,0.01,96.212,100.0,3.007,9.765625e-07
DVSGesture,0,72,99.923,100.0,0.009,96.212,100.0,2.992,9.765625e-07
DVSGesture,0,73,99.948,100.0,0.003,96.212,100.0,3.01,9.765625e-07
DVSGesture,0,74,99.948,100.0,0.007,96.212,100.0,3.088,9.765625e-07
DVSGesture,0,75,99.897,100.0,0.013,96.212,100.0,3.022,9.765625e-07
DVSGesture,0,76,99.948,100.0,0.006,96.212,100.0,3.027,9.765625e-07
DVSGesture,0,77,99.923,100.0,0.009,96.212,100.0,3.098,4.8828125e-07
DVSGesture,0,78,99.974,100.0,0.002,96.212,100.0,3.041,4.8828125e-07
DVSGesture,0,79,99.923,100.0,0.008,96.212,100.0,3.024,4.8828125e-07
DVSGesture,0,80,99.974,100.0,0.003,96.212,100.0,3.058,4.8828125e-07
DVSGesture,0,81,99.974,100.0,0.006,96.212,100.0,3.043,4.8828125e-07
DVSGesture,0,82,99.948,100.0,0.005,96.212,100.0,3.07,4.8828125e-07
DVSGesture,0,83,99.948,100.0,0.012,96.591,100.0,3.073,2.44140625e-07
DVSGesture,0,84,99.974,100.0,0.001,96.212,100.0,3.08,2.44140625e-07
DVSGesture,0,85,99.923,100.0,0.015,96.212,100.0,3.075,2.44140625e-07
DVSGesture,0,86,99.897,100.0,0.017,96.212,100.0,3.124,2.44140625e-07
DVSGesture,0,87,99.948,100.0,0.004,96.212,100.0,3.082,2.44140625e-07
DVSGesture,0,88,99.948,100.0,0.008,96.212,100.0,3.102,2.44140625e-07
DVSGesture,0,89,99.948,100.0,0.007,96.212,100.0,3.152,1.220703125e-07
DVSGesture,0,90,99.974,100.0,0.009,96.212,100.0,3.137,1.220703125e-07
DVSGesture,0,91,99.923,100.0,0.011,96.212,100.0,3.139,1.220703125e-07
DVSGesture,0,92,99.948,100.0,0.005,96.212,100.0,3.13,1.220703125e-07
DVSGesture,0,93,99.923,100.0,0.007,96.212,100.0,3.116,1.220703125e-07
DVSGesture,0,94,99.974,100.0,0.002,96.212,100.0,3.184,1.220703125e-07
DVSGesture,0,95,99.974,100.0,0.011,96.212,100.0,3.176,6.103515625e-08
DVSGesture,0,96,99.897,100.0,0.013,96.212,100.0,3.18,6.103515625e-08
DVSGesture,0,97,99.974,100.0,0.005,96.212,100.0,3.179,6.103515625e-08
DVSGesture,0,98,99.923,100.0,0.008,96.212,100.0,3.177,6.103515625e-08
DVSGesture,0,99,99.923,100.0,0.009,96.212,100.0,3.163,6.103515625e-08
DVSGesture,0,100,99.974,100.0,0.008,96.212,100.0,3.179,6.103515625e-08
DVSGesture,0,101,99.923,100.0,0.009,96.212,100.0,3.183,3.0517578125e-08
DVSGesture,0,102,99.948,100.0,0.003,96.212,100.0,3.185,3.0517578125e-08
DVSGesture,0,103,99.948,100.0,0.004,96.212,100.0,3.189,3.0517578125e-08
DVSGesture,0,104,99.923,100.0,0.017,96.212,100.0,3.184,3.0517578125e-08
DVSGesture,0,105,99.923,100.0,0.013,96.212,100.0,3.194,3.0517578125e-08
DVSGesture,0,106,99.948,100.0,0.015,96.212,100.0,3.228,3.0517578125e-08
DVSGesture,0,107,99.974,100.0,0.008,96.591,100.0,3.21,1.52587890625e-08
DVSGesture,0,108,99.923,100.0,0.011,96.212,100.0,3.213,1.52587890625e-08
DVSGesture,0,109,99.923,100.0,0.006,96.212,100.0,3.213,1.52587890625e-08
DVSGesture,0,110,99.948,100.0,0.012,96.212,100.0,3.206,1.52587890625e-08
DVSGesture,0,111,99.974,100.0,0.006,96.212,100.0,3.204,1.52587890625e-08
DVSGesture,0,112,99.974,100.0,0.003,96.591,100.0,3.218,1.52587890625e-08
DVSGesture,0,113,99.923,100.0,0.008,96.212,100.0,3.223,1.52587890625e-08
DVSGesture,0,114,99.923,100.0,0.013,96.212,100.0,3.227,1.52587890625e-08
DVSGesture,0,115,99.923,100.0,0.007,96.212,100.0,3.205,1.52587890625e-08
DVSGesture,0,116,99.948,100.0,0.01,96.212,100.0,3.22,1.52587890625e-08
DVSGesture,0,117,99.974,100.0,0.006,96.212,100.0,3.197,1.52587890625e-08
DVSGesture,0,118,99.948,100.0,0.012,96.212,100.0,3.214,1.52587890625e-08
DVSGesture,0,119,99.923,100.0,0.011,96.212,100.0,3.219,1.52587890625e-08
DVSGesture,0,120,99.948,100.0,0.007,96.212,100.0,3.178,1.52587890625e-08
DVSGesture,0,121,99.923,100.0,0.013,96.212,100.0,3.199,1.52587890625e-08
DVSGesture,0,122,99.923,100.0,0.011,96.212,100.0,3.2,1.52587890625e-08
DVSGesture,0,123,99.948,100.0,0.006,96.212,100.0,3.194,1.52587890625e-08
DVSGesture,0,124,99.974,100.0,0.009,96.212,100.0,3.207,1.52587890625e-08
DVSGesture,0,125,99.948,100.0,0.01,96.212,100.0,3.206,1.52587890625e-08
DVSGesture,0,126,99.948,100.0,0.014,96.212,100.0,3.224,1.52587890625e-08
DVSGesture,0,127,99.948,100.0,0.006,96.212,100.0,3.218,1.52587890625e-08
DVSGesture,0,128,99.948,100.0,0.008,96.212,100.0,3.193,1.52587890625e-08
DVSGesture,0,129,99.897,100.0,0.012,96.212,100.0,3.199,1.52587890625e-08
DVSGesture,0,130,99.897,100.0,0.011,96.212,100.0,3.197,1.52587890625e-08
DVSGesture,0,131,99.923,100.0,0.004,96.212,100.0,3.198,1.52587890625e-08
DVSGesture,0,132,99.948,100.0,0.007,96.212,100.0,3.199,1.52587890625e-08
DVSGesture,0,133,99.948,100.0,0.016,96.212,100.0,3.203,1.52587890625e-08
DVSGesture,0,134,99.923,100.0,0.01,96.212,100.0,3.216,1.52587890625e-08
DVSGesture,0,135,99.948,100.0,0.009,96.212,100.0,3.207,1.52587890625e-08
DVSGesture,0,136,99.948,100.0,0.001,96.212,100.0,3.196,1.52587890625e-08
DVSGesture,0,137,99.948,100.0,0.007,96.212,100.0,3.202,1.52587890625e-08
DVSGesture,0,138,99.974,100.0,0.005,96.212,100.0,3.193,1.52587890625e-08
DVSGesture,0,139,99.897,100.0,0.013,96.212,100.0,3.175,1.52587890625e-08
DVSGesture,0,140,99.948,100.0,0.008,96.212,100.0,3.209,1.52587890625e-08
DVSGesture,0,141,99.948,100.0,0.008,96.212,100.0,3.197,1.52587890625e-08
DVSGesture,0,142,99.948,100.0,0.011,96.212,100.0,3.207,1.52587890625e-08
DVSGesture,0,143,99.923,100.0,0.012,96.212,100.0,3.191,1.52587890625e-08
DVSGesture,0,144,99.974,100.0,0.01,96.212,100.0,3.179,1.52587890625e-08
DVSGesture,0,145,99.948,100.0,0.009,96.212,100.0,3.2,1.52587890625e-08
DVSGesture,0,146,99.923,100.0,0.01,96.212,100.0,3.174,1.52587890625e-08
DVSGesture,0,147,99.948,100.0,0.011,96.212,100.0,3.176,1.52587890625e-08
DVSGesture,0,148,99.948,100.0,0.005,96.212,100.0,3.176,1.52587890625e-08
DVSGesture,0,149,99.923,100.0,0.009,96.212,100.0,3.185,1.52587890625e-08
DVSGesture,0,150,99.923,100.0,0.003,96.212,100.0,3.179,1.52587890625e-08
DVSGesture,0,151,99.948,100.0,0.011,96.212,100.0,3.177,1.52587890625e-08
DVSGesture,0,152,99.948,100.0,0.011,96.212,100.0,3.158,1.52587890625e-08
DVSGesture,0,153,99.923,100.0,0.007,96.212,100.0,3.191,1.52587890625e-08
DVSGesture,0,154,99.897,100.0,0.009,96.212,100.0,3.172,1.52587890625e-08
DVSGesture,0,155,99.948,100.0,0.008,96.212,100.0,3.208,1.52587890625e-08
DVSGesture,0,156,99.948,100.0,0.008,96.212,100.0,3.193,1.52587890625e-08
DVSGesture,0,157,99.923,100.0,0.011,96.212,100.0,3.195,1.52587890625e-08
DVSGesture,0,158,99.923,100.0,0.008,96.212,100.0,3.2,1.52587890625e-08
DVSGesture,0,159,99.974,100.0,0.009,96.212,100.0,3.192,1.52587890625e-08
DVSGesture,0,160,99.923,100.0,0.007,96.212,100.0,3.2,1.52587890625e-08
DVSGesture,0,161,99.923,100.0,0.01,96.212,100.0,3.193,1.52587890625e-08
DVSGesture,0,162,99.948,100.0,0.01,96.212,100.0,3.168,1.52587890625e-08
DVSGesture,0,163,99.974,100.0,0.005,96.212,100.0,3.202,1.52587890625e-08
DVSGesture,0,164,99.948,100.0,0.004,96.212,100.0,3.195,1.52587890625e-08
DVSGesture,0,165,99.948,100.0,0.007,96.212,100.0,3.21,1.52587890625e-08
DVSGesture,0,166,99.948,100.0,0.015,96.212,100.0,3.197,1.52587890625e-08
DVSGesture,0,167,99.974,100.0,0.008,96.212,100.0,3.195,1.52587890625e-08
DVSGesture,0,168,99.923,100.0,0.004,96.212,100.0,3.196,1.52587890625e-08
DVSGesture,0,169,99.948,100.0,0.005,96.212,100.0,3.21,1.52587890625e-08
DVSGesture,0,170,99.974,100.0,0.006,96.212,100.0,3.201,1.52587890625e-08
DVSGesture,0,171,99.974,100.0,0.008,96.212,100.0,3.217,1.52587890625e-08
DVSGesture,0,172,99.923,100.0,0.01,96.212,100.0,3.214,1.52587890625e-08
DVSGesture,0,173,99.923,100.0,0.003,96.212,100.0,3.215,1.52587890625e-08
DVSGesture,0,174,99.948,100.0,0.008,96.212,100.0,3.206,1.52587890625e-08
DVSGesture,0,175,99.948,100.0,0.006,96.212,100.0,3.214,1.52587890625e-08
DVSGesture,0,176,99.948,100.0,0.008,96.212,100.0,3.205,1.52587890625e-08
DVSGesture,0,177,99.923,100.0,0.017,96.212,100.0,3.183,1.52587890625e-08
DVSGesture,0,178,99.923,100.0,0.011,96.212,100.0,3.199,1.52587890625e-08
DVSGesture,0,179,99.974,100.0,0.004,96.212,100.0,3.175,1.52587890625e-08
DVSGesture,0,180,99.923,100.0,0.009,96.212,100.0,3.173,1.52587890625e-08
DVSGesture,0,181,99.923,100.0,0.015,96.212,100.0,3.183,1.52587890625e-08
DVSGesture,0,182,99.923,100.0,0.011,96.212,100.0,3.196,1.52587890625e-08
DVSGesture,0,183,99.948,100.0,0.004,96.212,100.0,3.193,1.52587890625e-08
DVSGesture,0,184,99.948,100.0,0.009,96.212,100.0,3.179,1.52587890625e-08
DVSGesture,0,185,99.923,100.0,0.003,96.212,100.0,3.194,1.52587890625e-08
DVSGesture,0,186,99.948,100.0,0.01,96.212,100.0,3.176,1.52587890625e-08
DVSGesture,0,187,99.923,100.0,0.012,96.212,100.0,3.177,1.52587890625e-08
DVSGesture,0,188,99.897,100.0,0.011,96.212,100.0,3.187,1.52587890625e-08
DVSGesture,0,189,99.948,100.0,0.008,96.212,100.0,3.159,1.52587890625e-08
DVSGesture,0,190,99.923,100.0,0.016,96.212,100.0,3.175,1.52587890625e-08
DVSGesture,0,191,99.923,100.0,0.009,96.212,100.0,3.168,1.52587890625e-08
DVSGesture,0,192,99.948,100.0,0.015,96.212,100.0,3.164,1.52587890625e-08
DVSGesture,0,193,99.974,100.0,0.0,96.212,100.0,3.165,1.52587890625e-08
DVSGesture,0,194,99.923,100.0,0.008,96.212,100.0,3.163,1.52587890625e-08
DVSGesture,0,195,99.923,100.0,0.014,96.212,100.0,3.146,1.52587890625e-08
DVSGesture,0,196,99.923,100.0,0.017,96.212,100.0,3.155,1.52587890625e-08
DVSGesture,0,197,99.974,100.0,0.005,96.212,100.0,3.142,1.52587890625e-08
DVSGesture,0,198,99.923,100.0,0.013,96.212,100.0,3.145,1.52587890625e-08
DVSGesture,0,199,99.923,100.0,0.003,96.212,100.0,3.157,1.52587890625e-08
DVSGesture,0,200,99.923,100.0,0.012,96.212,100.0,3.154,1.52587890625e-08
