dataset,alpha_post,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR10,1,57,96.66,99.956,0.283,92.46,99.82,1.109,0.000125
CIFAR10,1,58,96.824,99.944,0.267,92.13,99.84,1.202,0.000125
CIFAR10,1,59,96.972,99.95,0.271,92.35,99.81,1.159,0.000125
CIFAR10,1,60,96.804,99.968,0.273,92.53,99.85,1.117,0.000125
CIFAR10,1,61,96.806,99.958,0.276,92.51,99.85,1.165,0.000125
CIFAR10,1,62,97.008,99.956,0.261,92.26,99.86,1.131,0.000125
CIFAR10,1,63,96.962,99.934,0.271,92.32,99.87,1.14,6.25e-05
CIFAR10,1,64,97.086,99.964,0.243,92.58,99.86,1.112,6.25e-05
CIFAR10,1,65,97.076,99.944,0.264,92.62,99.84,1.099,6.25e-05
CIFAR10,1,66,97.132,99.966,0.241,92.61,99.85,1.117,6.25e-05
CIFAR10,1,67,97.136,99.926,0.25,92.6,99.88,1.124,6.25e-05
CIFAR10,1,68,97.044,99.954,0.252,92.67,99.82,1.094,6.25e-05
CIFAR10,1,69,97.26,99.956,0.241,92.65,99.83,1.104,6.25e-05
CIFAR10,1,70,97.154,99.96,0.238,92.71,99.82,1.114,6.25e-05
CIFAR10,1,71,97.34,99.948,0.235,92.61,99.81,1.131,6.25e-05
CIFAR10,1,72,97.28,99.942,0.226,92.57,99.86,1.134,6.25e-05
CIFAR10,1,73,97.246,99.946,0.246,92.54,99.82,1.092,6.25e-05
CIFAR10,1,74,97.21,99.962,0.24,92.9,99.86,1.08,6.25e-05
CIFAR10,1,75,97.22,99.97,0.243,92.68,99.79,1.126,6.25e-05
CIFAR10,1,76,97.178,99.962,0.244,92.65,99.82,1.124,6.25e-05
CIFAR10,1,77,97.21,99.962,0.237,92.73,99.84,1.118,6.25e-05
CIFAR10,1,78,97.412,99.962,0.221,92.54,99.82,1.141,6.25e-05
CIFAR10,1,79,97.324,99.958,0.232,92.61,99.85,1.142,6.25e-05
CIFAR10,1,80,97.454,99.966,0.218,92.47,99.83,1.137,3.125e-05
CIFAR10,1,81,97.37,99.954,0.235,92.6,99.85,1.122,3.125e-05
CIFAR10,1,82,97.362,99.95,0.229,92.62,99.83,1.145,3.125e-05
CIFAR10,1,83,97.41,99.942,0.229,92.81,99.83,1.125,3.125e-05
CIFAR10,1,84,97.488,99.954,0.217,92.8,99.85,1.132,3.125e-05
CIFAR10,1,85,97.392,99.958,0.235,92.59,99.82,1.131,3.125e-05
CIFAR10,1,86,97.392,99.964,0.221,92.68,99.82,1.111,1.5625e-05
CIFAR10,1,87,97.414,99.972,0.224,92.74,99.82,1.122,1.5625e-05
CIFAR10,1,88,97.44,99.972,0.219,92.79,99.84,1.108,1.5625e-05
CIFAR10,1,89,97.35,99.964,0.23,92.84,99.84,1.104,1.5625e-05
CIFAR10,1,90,97.4,99.974,0.215,92.72,99.84,1.116,1.5625e-05
CIFAR10,1,91,97.498,99.948,0.23,92.77,99.83,1.119,1.5625e-05
CIFAR10,1,92,97.372,99.95,0.233,92.65,99.85,1.135,7.8125e-06
CIFAR10,1,93,97.4,99.964,0.226,92.93,99.84,1.099,7.8125e-06
CIFAR10,1,94,97.478,99.976,0.217,92.75,99.87,1.106,7.8125e-06
CIFAR10,1,95,97.548,99.966,0.216,92.73,99.83,1.107,7.8125e-06
CIFAR10,1,96,97.306,99.966,0.234,92.93,99.85,1.099,7.8125e-06
CIFAR10,1,97,97.47,99.962,0.218,92.64,99.84,1.12,7.8125e-06
CIFAR10,1,98,97.358,99.962,0.234,92.78,99.84,1.094,3.90625e-06
CIFAR10,1,99,97.486,99.964,0.223,92.76,99.86,1.109,3.90625e-06
CIFAR10,1,100,97.498,99.976,0.216,92.79,99.85,1.109,3.90625e-06
CIFAR10,1,101,97.572,99.956,0.209,92.66,99.85,1.116,3.90625e-06
CIFAR10,1,102,97.476,99.952,0.222,92.79,99.85,1.105,3.90625e-06
CIFAR10,1,103,97.53,99.964,0.21,92.69,99.85,1.107,3.90625e-06
CIFAR10,1,104,97.6,99.974,0.207,92.74,99.86,1.106,1.953125e-06
CIFAR10,1,105,97.508,99.966,0.209,92.63,99.84,1.131,1.953125e-06
CIFAR10,1,106,97.538,99.956,0.217,92.75,99.81,1.113,1.953125e-06
CIFAR10,1,107,97.506,99.954,0.22,92.77,99.83,1.116,1.953125e-06
CIFAR10,1,108,97.396,99.962,0.214,92.87,99.81,1.087,1.953125e-06
CIFAR10,1,109,97.516,99.972,0.21,92.82,99.84,1.103,1.953125e-06
CIFAR10,1,110,97.604,99.974,0.201,92.76,99.83,1.102,9.765625e-07
CIFAR10,1,111,97.486,99.964,0.217,92.77,99.86,1.105,9.765625e-07
CIFAR10,1,112,97.566,99.958,0.207,92.87,99.87,1.105,9.765625e-07
CIFAR10,1,113,97.546,99.958,0.22,92.86,99.83,1.092,9.765625e-07
CIFAR10,1,114,97.438,99.96,0.217,92.77,99.83,1.1,9.765625e-07
CIFAR10,1,115,97.422,99.966,0.226,92.85,99.84,1.088,9.765625e-07
CIFAR10,1,116,97.544,99.956,0.214,92.77,99.84,1.102,4.8828125e-07
CIFAR10,1,117,97.48,99.96,0.22,92.68,99.85,1.091,4.8828125e-07
CIFAR10,1,118,97.346,99.954,0.232,92.75,99.86,1.102,4.8828125e-07
CIFAR10,1,119,97.442,99.972,0.218,92.71,99.86,1.095,4.8828125e-07
CIFAR10,1,120,97.51,99.962,0.211,92.74,99.83,1.097,4.8828125e-07
CIFAR10,1,121,97.528,99.952,0.214,92.75,99.84,1.093,4.8828125e-07
CIFAR10,1,122,97.548,99.964,0.212,92.9,99.84,1.098,2.44140625e-07
CIFAR10,1,123,97.504,99.954,0.22,92.77,99.85,1.091,2.44140625e-07
CIFAR10,1,124,97.574,99.974,0.206,92.85,99.86,1.091,2.44140625e-07
CIFAR10,1,125,97.466,99.962,0.217,92.82,99.85,1.096,2.44140625e-07
CIFAR10,1,126,97.642,99.962,0.208,92.72,99.85,1.102,2.44140625e-07
CIFAR10,1,127,97.544,99.948,0.217,92.76,99.83,1.101,2.44140625e-07
CIFAR10,1,128,97.522,99.962,0.211,92.89,99.85,1.104,1.220703125e-07
CIFAR10,1,129,97.502,99.958,0.209,92.86,99.86,1.104,1.220703125e-07
CIFAR10,1,130,97.41,99.956,0.231,93.01,99.86,1.075,1.220703125e-07
CIFAR10,1,131,97.444,99.96,0.227,92.65,99.86,1.095,1.220703125e-07
CIFAR10,1,132,97.434,99.964,0.221,92.81,99.84,1.101,1.220703125e-07
CIFAR10,1,133,97.532,99.966,0.212,92.76,99.82,1.098,1.220703125e-07
CIFAR10,1,134,97.364,99.936,0.232,92.8,99.82,1.091,1.220703125e-07
CIFAR10,1,135,97.446,99.972,0.211,92.73,99.83,1.098,1.220703125e-07
CIFAR10,1,136,97.648,99.954,0.214,92.8,99.84,1.09,6.103515625e-08
CIFAR10,1,137,97.424,99.96,0.223,92.77,99.86,1.094,6.103515625e-08
CIFAR10,1,138,97.398,99.954,0.226,92.89,99.83,1.096,6.103515625e-08
CIFAR10,1,139,97.412,99.94,0.227,92.88,99.84,1.087,6.103515625e-08
CIFAR10,1,140,97.546,99.968,0.217,92.72,99.86,1.096,6.103515625e-08
CIFAR10,1,141,97.406,99.966,0.221,92.79,99.87,1.083,6.103515625e-08
CIFAR10,1,142,97.462,99.948,0.219,92.86,99.87,1.093,3.0517578125e-08
CIFAR10,1,143,97.406,99.956,0.225,92.91,99.86,1.081,3.0517578125e-08
CIFAR10,1,144,97.61,99.97,0.198,92.77,99.86,1.085,3.0517578125e-08
CIFAR10,1,145,97.396,99.964,0.215,92.86,99.85,1.087,3.0517578125e-08
CIFAR10,1,146,97.588,99.966,0.214,92.79,99.85,1.098,3.0517578125e-08
CIFAR10,1,147,97.522,99.962,0.214,92.76,99.84,1.095,3.0517578125e-08
CIFAR10,1,148,97.424,99.972,0.22,92.83,99.86,1.093,1.52587890625e-08
CIFAR10,1,149,97.422,99.958,0.225,92.72,99.86,1.086,1.52587890625e-08
CIFAR10,1,150,97.494,99.964,0.214,92.83,99.86,1.087,1.52587890625e-08
CIFAR10,1,151,97.556,99.966,0.212,92.81,99.85,1.086,1.52587890625e-08
CIFAR10,1,152,97.566,99.956,0.201,92.76,99.85,1.092,1.52587890625e-08
CIFAR10,1,153,97.558,99.968,0.218,92.77,99.85,1.095,1.52587890625e-08
CIFAR10,1,154,97.528,99.952,0.21,92.84,99.86,1.093,1.52587890625e-08
CIFAR10,1,155,97.508,99.954,0.222,92.83,99.86,1.089,1.52587890625e-08
CIFAR10,1,156,97.478,99.966,0.215,92.77,99.86,1.091,1.52587890625e-08
CIFAR10,1,157,97.59,99.966,0.209,92.83,99.85,1.091,1.52587890625e-08
CIFAR10,1,158,97.402,99.97,0.215,92.77,99.85,1.087,1.52587890625e-08
CIFAR10,1,159,97.524,99.962,0.209,92.86,99.85,1.091,1.52587890625e-08
CIFAR10,1,160,97.658,99.966,0.198,92.75,99.86,1.095,1.52587890625e-08
CIFAR10,1,161,97.484,99.97,0.217,92.86,99.85,1.094,1.52587890625e-08
CIFAR10,1,162,97.578,99.948,0.209,92.81,99.87,1.095,1.52587890625e-08
CIFAR10,1,163,97.474,99.974,0.211,92.83,99.87,1.094,1.52587890625e-08
CIFAR10,1,164,97.408,99.964,0.222,92.8,99.84,1.094,1.52587890625e-08
CIFAR10,1,165,97.494,99.958,0.217,92.81,99.86,1.096,1.52587890625e-08
CIFAR10,1,166,97.432,99.964,0.224,92.77,99.85,1.092,1.52587890625e-08
CIFAR10,1,167,97.532,99.98,0.214,92.91,99.87,1.091,1.52587890625e-08
CIFAR10,1,168,97.476,99.958,0.222,92.95,99.85,1.084,1.52587890625e-08
CIFAR10,1,169,97.436,99.96,0.229,92.85,99.85,1.085,1.52587890625e-08
CIFAR10,1,170,97.458,99.97,0.218,92.91,99.85,1.087,1.52587890625e-08
CIFAR10,1,171,97.514,99.966,0.211,92.82,99.85,1.089,1.52587890625e-08
CIFAR10,1,172,97.496,99.974,0.211,92.82,99.86,1.097,1.52587890625e-08
CIFAR10,1,173,97.56,99.954,0.214,92.79,99.85,1.096,1.52587890625e-08
CIFAR10,1,174,97.57,99.94,0.207,92.75,99.86,1.093,1.52587890625e-08
CIFAR10,1,175,97.436,99.96,0.226,92.84,99.85,1.095,1.52587890625e-08
CIFAR10,1,176,97.416,99.96,0.232,92.87,99.86,1.098,1.52587890625e-08
CIFAR10,1,177,97.438,99.952,0.224,92.89,99.84,1.099,1.52587890625e-08
CIFAR10,1,178,97.422,99.966,0.225,92.82,99.84,1.092,1.52587890625e-08
CIFAR10,1,179,97.56,99.962,0.21,92.83,99.85,1.088,1.52587890625e-08
CIFAR10,1,180,97.528,99.972,0.214,92.89,99.83,1.092,1.52587890625e-08
CIFAR10,1,181,97.632,99.962,0.208,92.81,99.85,1.09,1.52587890625e-08
CIFAR10,1,182,97.546,99.962,0.219,92.84,99.85,1.091,1.52587890625e-08
CIFAR10,1,183,97.588,99.972,0.202,92.83,99.85,1.092,1.52587890625e-08
CIFAR10,1,184,97.476,99.962,0.215,92.84,99.86,1.091,1.52587890625e-08
CIFAR10,1,185,97.528,99.976,0.204,92.78,99.83,1.094,1.52587890625e-08
CIFAR10,1,186,97.538,99.972,0.216,92.9,99.85,1.097,1.52587890625e-08
CIFAR10,1,187,97.426,99.972,0.226,92.93,99.84,1.095,1.52587890625e-08
CIFAR10,1,188,97.594,99.96,0.209,92.87,99.85,1.088,1.52587890625e-08
CIFAR10,1,189,97.484,99.958,0.217,92.85,99.84,1.09,1.52587890625e-08
CIFAR10,1,190,97.508,99.952,0.22,92.92,99.85,1.093,1.52587890625e-08
CIFAR10,1,191,97.548,99.95,0.222,92.89,99.85,1.091,1.52587890625e-08
CIFAR10,1,192,97.438,99.958,0.224,92.89,99.86,1.093,1.52587890625e-08
CIFAR10,1,193,97.58,99.962,0.208,92.97,99.83,1.092,1.52587890625e-08
CIFAR10,1,194,97.578,99.96,0.215,92.91,99.85,1.087,1.52587890625e-08
CIFAR10,1,195,97.616,99.972,0.202,92.9,99.84,1.084,1.52587890625e-08
CIFAR10,1,196,97.522,99.956,0.224,92.92,99.84,1.083,1.52587890625e-08
CIFAR10,1,197,97.472,99.974,0.216,92.95,99.85,1.093,1.52587890625e-08
CIFAR10,1,198,97.498,99.968,0.211,92.83,99.86,1.095,1.52587890625e-08
CIFAR10,1,199,97.562,99.96,0.215,92.85,99.84,1.096,1.52587890625e-08
CIFAR10,1,200,97.546,99.954,0.216,92.77,99.85,1.095,1.52587890625e-08
