dataset,alpha_post,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR10,0,110,96.668,99.938,0.297,91.64,99.72,1.552,6.103515625e-08
CIFAR10,0,111,96.852,99.948,0.29,91.69,99.72,1.562,6.103515625e-08
CIFAR10,0,112,96.776,99.936,0.29,91.68,99.72,1.552,6.103515625e-08
CIFAR10,0,113,96.712,99.956,0.281,91.73,99.72,1.548,6.103515625e-08
CIFAR10,0,114,96.784,99.952,0.269,91.71,99.73,1.554,6.103515625e-08
CIFAR10,0,115,96.846,99.94,0.284,91.65,99.72,1.544,3.0517578125e-08
CIFAR10,0,116,96.664,99.938,0.294,91.66,99.71,1.546,3.0517578125e-08
CIFAR10,0,117,96.718,99.944,0.285,91.74,99.72,1.545,3.0517578125e-08
CIFAR10,0,118,96.702,99.94,0.297,91.69,99.71,1.553,3.0517578125e-08
CIFAR10,0,119,96.742,99.95,0.28,91.69,99.71,1.554,3.0517578125e-08
CIFAR10,0,120,96.742,99.94,0.293,91.67,99.72,1.544,3.0517578125e-08
CIFAR10,0,121,96.554,99.948,0.301,91.76,99.71,1.549,1.52587890625e-08
CIFAR10,0,122,96.566,99.94,0.296,91.71,99.72,1.549,1.52587890625e-08
CIFAR10,0,123,96.762,99.92,0.276,91.72,99.71,1.549,1.52587890625e-08
CIFAR10,0,124,96.704,99.922,0.289,91.64,99.71,1.551,1.52587890625e-08
CIFAR10,0,125,96.816,99.938,0.281,91.65,99.7,1.549,1.52587890625e-08
CIFAR10,0,126,96.582,99.934,0.31,91.69,99.71,1.54,1.52587890625e-08
CIFAR10,0,127,96.624,99.936,0.287,91.65,99.71,1.538,1.52587890625e-08
CIFAR10,0,128,96.78,99.954,0.283,91.64,99.7,1.536,1.52587890625e-08
CIFAR10,0,129,96.708,99.946,0.282,91.6,99.71,1.542,1.52587890625e-08
CIFAR10,0,130,96.582,99.948,0.303,91.53,99.71,1.541,1.52587890625e-08
CIFAR10,0,131,96.592,99.918,0.306,91.59,99.73,1.54,1.52587890625e-08
CIFAR10,0,132,96.714,99.938,0.293,91.59,99.72,1.544,1.52587890625e-08
CIFAR10,0,133,96.746,99.944,0.286,91.66,99.72,1.541,1.52587890625e-08
CIFAR10,0,134,96.762,99.948,0.288,91.65,99.71,1.55,1.52587890625e-08
CIFAR10,0,135,96.752,99.946,0.296,91.7,99.72,1.546,1.52587890625e-08
CIFAR10,0,136,96.638,99.94,0.292,91.66,99.71,1.557,1.52587890625e-08
CIFAR10,0,137,96.708,99.948,0.284,91.69,99.72,1.551,1.52587890625e-08
CIFAR10,0,138,96.688,99.948,0.288,91.7,99.71,1.55,1.52587890625e-08
CIFAR10,0,139,96.824,99.916,0.277,91.71,99.71,1.55,1.52587890625e-08
CIFAR10,0,140,96.612,99.914,0.304,91.64,99.7,1.549,1.52587890625e-08
CIFAR10,0,141,96.764,99.936,0.287,91.67,99.71,1.55,1.52587890625e-08
CIFAR10,0,142,96.76,99.942,0.278,91.69,99.71,1.542,1.52587890625e-08
CIFAR10,0,143,96.666,99.958,0.29,91.64,99.7,1.548,1.52587890625e-08
CIFAR10,0,144,96.726,99.93,0.282,91.64,99.72,1.548,1.52587890625e-08
CIFAR10,0,145,96.624,99.96,0.291,91.75,99.71,1.548,1.52587890625e-08
CIFAR10,0,146,96.638,99.934,0.294,91.75,99.72,1.548,1.52587890625e-08
CIFAR10,0,147,96.694,99.928,0.286,91.76,99.72,1.552,1.52587890625e-08
CIFAR10,0,148,96.642,99.938,0.301,91.68,99.72,1.55,1.52587890625e-08
CIFAR10,0,149,96.842,99.934,0.284,91.73,99.73,1.55,1.52587890625e-08
CIFAR10,0,150,96.808,99.94,0.279,91.68,99.71,1.55,1.52587890625e-08
CIFAR10,0,151,96.546,99.954,0.3,91.66,99.7,1.555,1.52587890625e-08
CIFAR10,0,152,96.634,99.932,0.294,91.74,99.7,1.554,1.52587890625e-08
CIFAR10,0,153,96.662,99.936,0.295,91.75,99.7,1.552,1.52587890625e-08
CIFAR10,0,154,96.83,99.944,0.281,91.72,99.7,1.549,1.52587890625e-08
CIFAR10,0,155,96.562,99.924,0.303,91.77,99.69,1.552,1.52587890625e-08
CIFAR10,0,156,96.794,99.946,0.279,91.77,99.71,1.551,1.52587890625e-08
CIFAR10,0,157,96.866,99.934,0.273,91.72,99.71,1.553,1.52587890625e-08
CIFAR10,0,158,96.762,99.95,0.282,91.76,99.7,1.554,1.52587890625e-08
CIFAR10,0,159,96.75,99.948,0.289,91.78,99.69,1.55,1.52587890625e-08
CIFAR10,0,160,96.698,99.94,0.291,91.65,99.7,1.548,1.52587890625e-08
CIFAR10,0,161,96.742,99.952,0.295,91.74,99.69,1.549,1.52587890625e-08
CIFAR10,0,162,96.822,99.938,0.283,91.7,99.7,1.554,1.52587890625e-08
CIFAR10,0,163,96.63,99.948,0.291,91.74,99.7,1.551,1.52587890625e-08
CIFAR10,0,164,96.784,99.954,0.284,91.66,99.71,1.547,1.52587890625e-08
CIFAR10,0,165,96.72,99.956,0.294,91.65,99.69,1.552,1.52587890625e-08
CIFAR10,0,166,96.822,99.932,0.283,91.7,99.7,1.547,1.52587890625e-08
CIFAR10,0,167,96.68,99.94,0.295,91.67,99.69,1.547,1.52587890625e-08
CIFAR10,0,168,96.744,99.936,0.284,91.6,99.69,1.548,1.52587890625e-08
CIFAR10,0,169,96.854,99.952,0.279,91.65,99.69,1.542,1.52587890625e-08
CIFAR10,0,170,96.718,99.932,0.296,91.72,99.71,1.548,1.52587890625e-08
CIFAR10,0,171,96.722,99.948,0.279,91.6,99.69,1.547,1.52587890625e-08
CIFAR10,0,172,96.748,99.932,0.288,91.69,99.7,1.546,1.52587890625e-08
CIFAR10,0,173,96.644,99.936,0.295,91.6,99.69,1.543,1.52587890625e-08
CIFAR10,0,174,96.744,99.936,0.29,91.66,99.71,1.547,1.52587890625e-08
CIFAR10,0,175,96.664,99.948,0.293,91.69,99.7,1.542,1.52587890625e-08
CIFAR10,0,176,96.808,99.948,0.285,91.8,99.69,1.546,1.52587890625e-08
CIFAR10,0,177,96.71,99.946,0.286,91.66,99.7,1.548,1.52587890625e-08
CIFAR10,0,178,96.69,99.94,0.286,91.63,99.72,1.545,1.52587890625e-08
CIFAR10,0,179,96.732,99.946,0.295,91.65,99.69,1.546,1.52587890625e-08
CIFAR10,0,180,96.806,99.944,0.287,91.73,99.71,1.544,1.52587890625e-08
CIFAR10,0,181,96.752,99.926,0.293,91.72,99.69,1.544,1.52587890625e-08
CIFAR10,0,182,96.824,99.96,0.28,91.79,99.7,1.543,1.52587890625e-08
CIFAR10,0,183,96.652,99.95,0.292,91.79,99.69,1.543,1.52587890625e-08
CIFAR10,0,184,96.676,99.934,0.285,91.71,99.7,1.549,1.52587890625e-08
CIFAR10,0,185,96.65,99.936,0.295,91.67,99.7,1.553,1.52587890625e-08
CIFAR10,0,186,96.744,99.948,0.288,91.74,99.69,1.549,1.52587890625e-08
CIFAR10,0,187,96.646,99.932,0.291,91.73,99.69,1.549,1.52587890625e-08
CIFAR10,0,188,96.776,99.946,0.282,91.66,99.68,1.555,1.52587890625e-08
CIFAR10,0,189,96.734,99.944,0.283,91.63,99.68,1.557,1.52587890625e-08
CIFAR10,0,190,96.692,99.944,0.297,91.6,99.7,1.551,1.52587890625e-08
CIFAR10,0,191,96.664,99.94,0.29,91.68,99.69,1.553,1.52587890625e-08
CIFAR10,0,192,96.686,99.94,0.295,91.68,99.7,1.554,1.52587890625e-08
CIFAR10,0,193,96.678,99.936,0.28,91.62,99.69,1.553,1.52587890625e-08
CIFAR10,0,194,96.682,99.964,0.289,91.7,99.68,1.551,1.52587890625e-08
CIFAR10,0,195,96.694,99.948,0.308,91.72,99.7,1.559,1.52587890625e-08
CIFAR10,0,196,96.704,99.936,0.29,91.69,99.7,1.551,1.52587890625e-08
CIFAR10,0,197,96.89,99.946,0.278,91.65,99.7,1.555,1.52587890625e-08
CIFAR10,0,198,96.702,99.936,0.295,91.61,99.69,1.556,1.52587890625e-08
CIFAR10,0,199,96.738,99.936,0.279,91.69,99.69,1.551,1.52587890625e-08
CIFAR10,0,200,96.656,99.896,0.31,91.69,99.69,1.553,1.52587890625e-08
