dataset,alpha_post,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR100,0,72,91.226,98.732,0.774,68.24,90.78,5.541,7.8125e-06
CIFAR100,0,73,91.088,98.666,0.809,68.14,90.72,5.573,7.8125e-06
CIFAR100,0,74,91.09,98.67,0.793,68.11,90.83,5.521,3.90625e-06
CIFAR100,0,75,91.28,98.796,0.775,68.15,90.85,5.521,3.90625e-06
CIFAR100,0,76,91.262,98.704,0.786,68.24,90.75,5.515,3.90625e-06
CIFAR100,0,77,91.418,98.636,0.78,68.18,90.86,5.531,3.90625e-06
CIFAR100,0,78,91.244,98.78,0.777,68.08,90.82,5.541,3.90625e-06
CIFAR100,0,79,91.148,98.782,0.782,68.31,90.75,5.541,3.90625e-06
CIFAR100,0,80,91.292,98.754,0.789,68.17,90.82,5.555,1.953125e-06
CIFAR100,0,81,91.286,98.664,0.799,68.32,90.66,5.546,1.953125e-06
CIFAR100,0,82,91.342,98.76,0.781,68.38,90.7,5.516,1.953125e-06
CIFAR100,0,83,91.41,98.738,0.785,68.32,90.77,5.545,1.953125e-06
CIFAR100,0,84,91.26,98.784,0.797,68.35,90.68,5.542,1.953125e-06
CIFAR100,0,85,91.194,98.8,0.776,68.23,90.73,5.544,1.953125e-06
CIFAR100,0,86,91.148,98.704,0.81,68.03,90.7,5.537,9.765625e-07
CIFAR100,0,87,91.408,98.73,0.778,68.26,90.86,5.522,9.765625e-07
CIFAR100,0,88,91.276,98.74,0.79,68.09,90.75,5.541,9.765625e-07
CIFAR100,0,89,91.51,98.758,0.76,68.1,90.59,5.548,9.765625e-07
CIFAR100,0,90,91.18,98.698,0.792,68.22,90.92,5.528,9.765625e-07
CIFAR100,0,91,91.072,98.694,0.802,68.35,90.78,5.51,9.765625e-07
CIFAR100,0,92,91.104,98.708,0.799,68.57,90.79,5.514,4.8828125e-07
CIFAR100,0,93,91.39,98.774,0.771,68.43,90.87,5.522,4.8828125e-07
CIFAR100,0,94,91.23,98.756,0.778,68.17,90.67,5.538,4.8828125e-07
CIFAR100,0,95,91.322,98.742,0.794,68.42,90.75,5.54,4.8828125e-07
CIFAR100,0,96,91.268,98.778,0.788,68.25,90.64,5.544,4.8828125e-07
CIFAR100,0,97,91.39,98.852,0.749,68.35,90.67,5.543,4.8828125e-07
CIFAR100,0,98,91.284,98.776,0.779,68.24,90.84,5.538,2.44140625e-07
CIFAR100,0,99,91.51,98.758,0.761,68.34,90.74,5.523,2.44140625e-07
CIFAR100,0,100,91.222,98.678,0.795,68.26,90.73,5.53,2.44140625e-07
CIFAR100,0,101,91.04,98.68,0.799,68.26,90.89,5.541,2.44140625e-07
CIFAR100,0,102,91.386,98.762,0.77,68.28,90.87,5.537,2.44140625e-07
CIFAR100,0,103,91.318,98.672,0.798,68.41,90.84,5.519,2.44140625e-07
CIFAR100,0,104,91.302,98.79,0.788,68.39,90.64,5.544,1.220703125e-07
CIFAR100,0,105,91.18,98.694,0.795,68.35,90.94,5.535,1.220703125e-07
CIFAR100,0,106,91.098,98.72,0.805,68.17,90.77,5.532,1.220703125e-07
CIFAR100,0,107,91.37,98.714,0.792,68.25,90.69,5.538,1.220703125e-07
CIFAR100,0,108,91.172,98.706,0.783,68.22,90.75,5.542,1.220703125e-07
CIFAR100,0,109,91.104,98.73,0.806,68.28,90.82,5.539,1.220703125e-07
CIFAR100,0,110,91.536,98.79,0.741,68.35,90.7,5.525,6.103515625e-08
CIFAR100,0,111,91.298,98.788,0.789,68.26,90.83,5.528,6.103515625e-08
CIFAR100,0,112,91.266,98.67,0.792,68.41,90.75,5.541,6.103515625e-08
CIFAR100,0,113,91.486,98.744,0.771,68.42,90.71,5.542,6.103515625e-08
CIFAR100,0,114,91.266,98.694,0.797,68.27,90.8,5.532,6.103515625e-08
CIFAR100,0,115,91.24,98.706,0.779,68.23,90.82,5.533,6.103515625e-08
CIFAR100,0,116,91.232,98.738,0.784,68.47,90.9,5.539,3.0517578125e-08
CIFAR100,0,117,91.062,98.756,0.807,68.41,90.82,5.542,3.0517578125e-08
CIFAR100,0,118,91.284,98.618,0.805,68.22,90.86,5.537,3.0517578125e-08
CIFAR100,0,119,91.176,98.674,0.802,68.28,90.85,5.531,3.0517578125e-08
CIFAR100,0,120,91.51,98.746,0.781,68.27,90.79,5.538,3.0517578125e-08
CIFAR100,0,121,91.466,98.684,0.788,68.26,90.72,5.548,3.0517578125e-08
CIFAR100,0,122,91.26,98.69,0.807,68.22,90.94,5.535,1.52587890625e-08
CIFAR100,0,123,91.188,98.872,0.783,68.32,90.76,5.542,1.52587890625e-08
CIFAR100,0,124,91.536,98.704,0.771,68.49,90.84,5.533,1.52587890625e-08
CIFAR100,0,125,91.088,98.696,0.805,68.4,90.77,5.54,1.52587890625e-08
CIFAR100,0,126,91.652,98.762,0.758,68.36,90.88,5.539,1.52587890625e-08
CIFAR100,0,127,91.498,98.822,0.749,68.54,90.82,5.54,1.52587890625e-08
CIFAR100,0,128,91.31,98.674,0.799,68.41,90.85,5.532,1.52587890625e-08
CIFAR100,0,129,91.38,98.808,0.761,68.39,90.91,5.536,1.52587890625e-08
CIFAR100,0,130,91.19,98.726,0.792,68.38,90.83,5.542,1.52587890625e-08
CIFAR100,0,131,91.32,98.726,0.783,68.43,90.83,5.529,1.52587890625e-08
CIFAR100,0,132,91.558,98.68,0.773,68.47,90.79,5.523,1.52587890625e-08
CIFAR100,0,133,91.322,98.748,0.787,68.4,90.8,5.533,1.52587890625e-08
CIFAR100,0,134,91.242,98.664,0.793,68.59,90.83,5.54,1.52587890625e-08
CIFAR100,0,135,91.508,98.752,0.77,68.43,90.76,5.544,1.52587890625e-08
CIFAR100,0,136,91.422,98.792,0.766,68.33,90.82,5.547,1.52587890625e-08
CIFAR100,0,137,91.444,98.822,0.768,68.56,90.85,5.532,1.52587890625e-08
CIFAR100,0,138,91.446,98.738,0.765,68.48,90.81,5.538,1.52587890625e-08
CIFAR100,0,139,91.138,98.72,0.797,68.39,90.78,5.544,1.52587890625e-08
CIFAR100,0,140,91.258,98.654,0.791,68.43,90.9,5.541,1.52587890625e-08
CIFAR100,0,141,91.452,98.77,0.762,68.49,90.8,5.553,1.52587890625e-08
CIFAR100,0,142,91.474,98.764,0.749,68.46,90.94,5.548,1.52587890625e-08
CIFAR100,0,143,91.296,98.768,0.795,68.4,90.77,5.55,1.52587890625e-08
CIFAR100,0,144,91.392,98.72,0.78,68.64,90.91,5.541,1.52587890625e-08
CIFAR100,0,145,91.302,98.67,0.794,68.31,90.74,5.544,1.52587890625e-08
CIFAR100,0,146,91.272,98.738,0.789,68.41,90.78,5.539,1.52587890625e-08
CIFAR100,0,147,91.194,98.76,0.79,68.45,90.75,5.538,1.52587890625e-08
CIFAR100,0,148,91.188,98.718,0.787,68.36,90.7,5.54,1.52587890625e-08
CIFAR100,0,149,91.414,98.794,0.752,68.26,90.8,5.534,1.52587890625e-08
CIFAR100,0,150,91.32,98.796,0.779,68.53,90.79,5.546,1.52587890625e-08
CIFAR100,0,151,91.298,98.706,0.775,68.47,90.71,5.54,1.52587890625e-08
CIFAR100,0,152,91.114,98.784,0.8,68.25,90.74,5.536,1.52587890625e-08
CIFAR100,0,153,91.322,98.77,0.778,68.3,90.79,5.542,1.52587890625e-08
CIFAR100,0,154,91.406,98.72,0.788,68.41,90.66,5.549,1.52587890625e-08
CIFAR100,0,155,91.23,98.778,0.78,68.33,90.75,5.551,1.52587890625e-08
CIFAR100,0,156,91.23,98.71,0.774,68.17,90.79,5.546,1.52587890625e-08
CIFAR100,0,157,91.498,98.808,0.761,68.46,90.81,5.545,1.52587890625e-08
CIFAR100,0,158,91.266,98.704,0.787,68.25,90.73,5.547,1.52587890625e-08
CIFAR100,0,159,91.368,98.772,0.777,68.43,90.7,5.554,1.52587890625e-08
CIFAR100,0,160,91.504,98.8,0.755,68.27,90.95,5.544,1.52587890625e-08
CIFAR100,0,161,91.358,98.746,0.776,68.31,90.8,5.542,1.52587890625e-08
CIFAR100,0,162,91.388,98.802,0.779,68.22,90.85,5.545,1.52587890625e-08
CIFAR100,0,163,91.266,98.734,0.787,68.24,90.89,5.547,1.52587890625e-08
CIFAR100,0,164,91.32,98.752,0.775,68.34,90.74,5.541,1.52587890625e-08
CIFAR100,0,165,91.476,98.796,0.77,68.33,90.83,5.535,1.52587890625e-08
CIFAR100,0,166,91.486,98.766,0.776,68.43,90.91,5.535,1.52587890625e-08
CIFAR100,0,167,91.3,98.728,0.792,68.33,90.79,5.546,1.52587890625e-08
CIFAR100,0,168,91.32,98.762,0.775,68.36,90.86,5.543,1.52587890625e-08
CIFAR100,0,169,91.278,98.712,0.782,68.45,90.86,5.542,1.52587890625e-08
CIFAR100,0,170,91.198,98.73,0.786,68.36,90.86,5.54,1.52587890625e-08
CIFAR100,0,171,91.168,98.726,0.803,68.28,90.62,5.56,1.52587890625e-08
CIFAR100,0,172,91.298,98.746,0.783,68.32,90.87,5.547,1.52587890625e-08
CIFAR100,0,173,91.334,98.64,0.797,68.36,90.9,5.542,1.52587890625e-08
CIFAR100,0,174,91.282,98.732,0.763,68.3,90.93,5.541,1.52587890625e-08
CIFAR100,0,175,91.378,98.744,0.77,68.31,90.82,5.542,1.52587890625e-08
CIFAR100,0,176,91.272,98.746,0.762,68.46,90.78,5.543,1.52587890625e-08
CIFAR100,0,177,91.31,98.712,0.782,68.45,90.79,5.546,1.52587890625e-08
CIFAR100,0,178,91.36,98.714,0.776,68.22,90.75,5.554,1.52587890625e-08
CIFAR100,0,179,91.294,98.754,0.78,68.26,90.79,5.532,1.52587890625e-08
CIFAR100,0,180,91.422,98.748,0.773,68.3,90.7,5.54,1.52587890625e-08
CIFAR100,0,181,91.36,98.806,0.769,68.18,90.8,5.544,1.52587890625e-08
CIFAR100,0,182,91.326,98.746,0.779,68.26,90.78,5.534,1.52587890625e-08
CIFAR100,0,183,91.25,98.692,0.786,68.36,90.83,5.536,1.52587890625e-08
CIFAR100,0,184,91.174,98.726,0.8,68.31,90.91,5.539,1.52587890625e-08
CIFAR100,0,185,91.382,98.772,0.77,68.16,90.95,5.536,1.52587890625e-08
CIFAR100,0,186,91.264,98.79,0.761,68.4,90.87,5.532,1.52587890625e-08
CIFAR100,0,187,91.134,98.736,0.782,68.34,90.86,5.523,1.52587890625e-08
CIFAR100,0,188,91.4,98.682,0.776,68.34,90.89,5.526,1.52587890625e-08
CIFAR100,0,189,91.446,98.804,0.763,68.46,90.86,5.545,1.52587890625e-08
CIFAR100,0,190,91.468,98.826,0.756,68.4,90.89,5.542,1.52587890625e-08
CIFAR100,0,191,91.13,98.736,0.805,68.36,90.89,5.534,1.52587890625e-08
CIFAR100,0,192,91.588,98.786,0.761,68.31,90.92,5.54,1.52587890625e-08
CIFAR100,0,193,91.212,98.838,0.764,68.31,90.76,5.541,1.52587890625e-08
CIFAR100,0,194,91.334,98.736,0.765,68.27,90.79,5.534,1.52587890625e-08
CIFAR100,0,195,91.204,98.692,0.784,68.31,90.85,5.534,1.52587890625e-08
CIFAR100,0,196,91.308,98.8,0.763,68.28,90.73,5.539,1.52587890625e-08
CIFAR100,0,197,91.392,98.718,0.786,68.19,90.79,5.536,1.52587890625e-08
CIFAR100,0,198,91.322,98.696,0.77,68.4,90.81,5.543,1.52587890625e-08
CIFAR100,0,199,91.472,98.79,0.76,68.23,90.82,5.535,1.52587890625e-08
CIFAR100,0,200,91.196,98.732,0.78,68.26,90.85,5.53,1.52587890625e-08
