dataset,alpha_post,epoch,train_acc1,train_acc5,train_loss,test_acc1,test_acc5,test_loss,lr
CIFAR10DVS,1,41,99.222,100.0,0.053,73.1,98.4,7.245,3.125e-05
CIFAR10DVS,1,42,99.367,100.0,0.046,73.2,98.5,7.103,3.125e-05
CIFAR10DVS,1,43,99.344,100.0,0.047,74.0,98.5,7.352,3.125e-05
CIFAR10DVS,1,44,99.311,100.0,0.043,74.0,98.8,7.415,1.5625e-05
CIFAR10DVS,1,45,99.567,100.0,0.025,73.7,98.4,7.396,1.5625e-05
CIFAR10DVS,1,46,99.489,100.0,0.036,74.4,98.6,7.316,1.5625e-05
CIFAR10DVS,1,47,99.556,100.0,0.034,73.3,98.3,7.329,1.5625e-05
CIFAR10DVS,1,48,99.5,100.0,0.03,73.4,98.6,7.432,1.5625e-05
CIFAR10DVS,1,49,99.533,100.0,0.039,73.3,98.3,7.288,1.5625e-05
CIFAR10DVS,1,50,99.578,100.0,0.026,73.9,98.4,7.402,7.8125e-06
CIFAR10DVS,1,51,99.544,100.0,0.032,73.5,98.4,7.385,7.8125e-06
CIFAR10DVS,1,52,99.533,100.0,0.037,73.6,98.2,7.365,7.8125e-06
CIFAR10DVS,1,53,99.578,100.0,0.03,73.9,98.6,7.407,7.8125e-06
CIFAR10DVS,1,54,99.556,100.0,0.027,73.1,98.6,7.456,7.8125e-06
CIFAR10DVS,1,55,99.567,100.0,0.034,73.3,98.5,7.449,7.8125e-06
CIFAR10DVS,1,56,99.633,100.0,0.021,73.4,98.6,7.447,3.90625e-06
CIFAR10DVS,1,57,99.611,100.0,0.027,73.5,98.5,7.486,3.90625e-06
CIFAR10DVS,1,58,99.622,100.0,0.026,73.5,98.5,7.537,3.90625e-06
CIFAR10DVS,1,59,99.544,100.0,0.025,73.4,98.6,7.428,3.90625e-06
CIFAR10DVS,1,60,99.678,100.0,0.025,74.2,98.5,7.386,3.90625e-06
CIFAR10DVS,1,61,99.611,100.0,0.024,73.7,98.4,7.394,3.90625e-06
CIFAR10DVS,1,62,99.578,100.0,0.024,73.9,98.5,7.469,1.953125e-06
CIFAR10DVS,1,63,99.6,100.0,0.03,74.0,98.3,7.45,1.953125e-06
CIFAR10DVS,1,64,99.622,100.0,0.022,74.1,98.3,7.507,1.953125e-06
CIFAR10DVS,1,65,99.589,100.0,0.022,74.1,98.3,7.506,1.953125e-06
CIFAR10DVS,1,66,99.678,100.0,0.02,73.3,98.4,7.526,1.953125e-06
CIFAR10DVS,1,67,99.567,100.0,0.025,73.8,98.7,7.584,1.953125e-06
CIFAR10DVS,1,68,99.6,100.0,0.022,73.5,98.4,7.644,9.765625e-07
CIFAR10DVS,1,69,99.633,100.0,0.022,73.4,98.7,7.578,9.765625e-07
CIFAR10DVS,1,70,99.722,100.0,0.015,73.4,98.5,7.519,9.765625e-07
CIFAR10DVS,1,71,99.7,100.0,0.027,73.3,98.4,7.594,9.765625e-07
CIFAR10DVS,1,72,99.667,100.0,0.021,73.8,98.3,7.59,9.765625e-07
CIFAR10DVS,1,73,99.744,100.0,0.02,73.7,98.5,7.565,9.765625e-07
CIFAR10DVS,1,74,99.7,100.0,0.021,73.7,98.4,7.538,4.8828125e-07
CIFAR10DVS,1,75,99.622,100.0,0.018,73.2,98.3,7.548,4.8828125e-07
CIFAR10DVS,1,76,99.711,100.0,0.019,73.0,98.3,7.581,4.8828125e-07
CIFAR10DVS,1,77,99.644,100.0,0.016,74.0,98.4,7.515,4.8828125e-07
CIFAR10DVS,1,78,99.667,100.0,0.021,73.7,98.4,7.541,4.8828125e-07
CIFAR10DVS,1,79,99.689,100.0,0.02,73.6,98.3,7.608,4.8828125e-07
CIFAR10DVS,1,80,99.7,100.0,0.018,73.7,98.3,7.556,2.44140625e-07
CIFAR10DVS,1,81,99.711,100.0,0.017,73.3,98.5,7.582,2.44140625e-07
CIFAR10DVS,1,82,99.678,100.0,0.023,73.3,98.3,7.539,2.44140625e-07
CIFAR10DVS,1,83,99.644,100.0,0.028,73.4,98.5,7.58,2.44140625e-07
CIFAR10DVS,1,84,99.711,100.0,0.018,73.4,98.6,7.557,2.44140625e-07
CIFAR10DVS,1,85,99.756,100.0,0.018,73.4,98.6,7.53,2.44140625e-07
CIFAR10DVS,1,86,99.711,100.0,0.022,73.4,98.7,7.548,1.220703125e-07
CIFAR10DVS,1,87,99.7,100.0,0.018,73.5,98.6,7.536,1.220703125e-07
CIFAR10DVS,1,88,99.733,100.0,0.018,73.6,98.7,7.512,1.220703125e-07
CIFAR10DVS,1,89,99.644,100.0,0.026,73.4,98.4,7.556,1.220703125e-07
CIFAR10DVS,1,90,99.611,100.0,0.023,73.3,98.5,7.531,1.220703125e-07
CIFAR10DVS,1,91,99.822,100.0,0.015,73.6,98.6,7.561,1.220703125e-07
CIFAR10DVS,1,92,99.678,100.0,0.026,73.1,98.6,7.541,6.103515625e-08
CIFAR10DVS,1,93,99.622,100.0,0.022,73.3,98.4,7.548,6.103515625e-08
CIFAR10DVS,1,94,99.722,100.0,0.015,73.3,98.5,7.553,6.103515625e-08
CIFAR10DVS,1,95,99.667,100.0,0.02,73.2,98.4,7.574,6.103515625e-08
CIFAR10DVS,1,96,99.689,100.0,0.022,73.4,98.5,7.555,6.103515625e-08
CIFAR10DVS,1,97,99.722,100.0,0.016,72.9,98.4,7.541,6.103515625e-08
CIFAR10DVS,1,98,99.722,100.0,0.02,73.2,98.5,7.558,3.0517578125e-08
CIFAR10DVS,1,99,99.644,100.0,0.022,73.3,98.6,7.558,3.0517578125e-08
CIFAR10DVS,1,100,99.756,100.0,0.015,73.4,98.7,7.532,3.0517578125e-08
CIFAR10DVS,1,101,99.711,100.0,0.021,73.2,98.5,7.543,3.0517578125e-08
CIFAR10DVS,1,102,99.667,100.0,0.021,73.2,98.7,7.541,3.0517578125e-08
CIFAR10DVS,1,103,99.7,100.0,0.02,73.4,98.4,7.508,3.0517578125e-08
CIFAR10DVS,1,104,99.744,100.0,0.012,73.4,98.6,7.534,1.52587890625e-08
CIFAR10DVS,1,105,99.7,100.0,0.021,73.4,98.3,7.553,1.52587890625e-08
CIFAR10DVS,1,106,99.6,100.0,0.025,73.4,98.5,7.555,1.52587890625e-08
CIFAR10DVS,1,107,99.689,100.0,0.016,73.7,98.3,7.546,1.52587890625e-08
CIFAR10DVS,1,108,99.722,100.0,0.018,73.3,98.5,7.548,1.52587890625e-08
CIFAR10DVS,1,109,99.767,100.0,0.015,73.5,98.3,7.557,1.52587890625e-08
CIFAR10DVS,1,110,99.722,100.0,0.014,73.2,98.3,7.572,1.52587890625e-08
CIFAR10DVS,1,111,99.611,100.0,0.022,73.3,98.3,7.554,1.52587890625e-08
CIFAR10DVS,1,112,99.711,100.0,0.022,73.2,98.2,7.551,1.52587890625e-08
CIFAR10DVS,1,113,99.667,100.0,0.025,73.5,98.7,7.537,1.52587890625e-08
CIFAR10DVS,1,114,99.722,100.0,0.02,73.4,98.8,7.52,1.52587890625e-08
CIFAR10DVS,1,115,99.7,100.0,0.017,73.4,98.5,7.52,1.52587890625e-08
CIFAR10DVS,1,116,99.733,100.0,0.023,73.4,98.4,7.534,1.52587890625e-08
CIFAR10DVS,1,117,99.722,100.0,0.02,73.5,98.4,7.53,1.52587890625e-08
CIFAR10DVS,1,118,99.767,100.0,0.016,73.5,98.4,7.561,1.52587890625e-08
CIFAR10DVS,1,119,99.711,100.0,0.018,73.5,98.4,7.532,1.52587890625e-08
CIFAR10DVS,1,120,99.689,100.0,0.021,73.4,98.5,7.53,1.52587890625e-08
CIFAR10DVS,1,121,99.678,100.0,0.02,73.6,98.4,7.542,1.52587890625e-08
CIFAR10DVS,1,122,99.689,100.0,0.02,73.7,98.4,7.535,1.52587890625e-08
CIFAR10DVS,1,123,99.689,100.0,0.015,73.4,98.4,7.537,1.52587890625e-08
CIFAR10DVS,1,124,99.7,100.0,0.02,73.4,98.5,7.563,1.52587890625e-08
CIFAR10DVS,1,125,99.711,100.0,0.016,73.5,98.3,7.54,1.52587890625e-08
CIFAR10DVS,1,126,99.778,100.0,0.019,73.2,98.5,7.527,1.52587890625e-08
CIFAR10DVS,1,127,99.722,100.0,0.025,73.4,98.6,7.525,1.52587890625e-08
CIFAR10DVS,1,128,99.8,100.0,0.014,73.1,98.6,7.549,1.52587890625e-08
CIFAR10DVS,1,129,99.722,100.0,0.017,73.2,98.4,7.536,1.52587890625e-08
CIFAR10DVS,1,130,99.711,100.0,0.019,73.2,98.3,7.579,1.52587890625e-08
CIFAR10DVS,1,131,99.622,100.0,0.028,73.4,98.3,7.543,1.52587890625e-08
CIFAR10DVS,1,132,99.644,100.0,0.026,73.8,98.5,7.509,1.52587890625e-08
CIFAR10DVS,1,133,99.633,100.0,0.023,73.2,98.3,7.573,1.52587890625e-08
CIFAR10DVS,1,134,99.778,100.0,0.021,73.1,98.5,7.577,1.52587890625e-08
CIFAR10DVS,1,135,99.633,100.0,0.022,73.3,98.5,7.551,1.52587890625e-08
CIFAR10DVS,1,136,99.644,100.0,0.026,73.3,98.5,7.536,1.52587890625e-08
CIFAR10DVS,1,137,99.822,100.0,0.013,73.2,98.6,7.559,1.52587890625e-08
CIFAR10DVS,1,138,99.678,100.0,0.022,73.1,98.6,7.566,1.52587890625e-08
CIFAR10DVS,1,139,99.667,99.989,0.018,73.2,98.5,7.552,1.52587890625e-08
CIFAR10DVS,1,140,99.667,100.0,0.02,73.6,98.5,7.569,1.52587890625e-08
CIFAR10DVS,1,141,99.667,100.0,0.02,73.5,98.5,7.544,1.52587890625e-08
CIFAR10DVS,1,142,99.667,100.0,0.024,73.2,98.7,7.564,1.52587890625e-08
CIFAR10DVS,1,143,99.611,100.0,0.031,73.1,98.5,7.559,1.52587890625e-08
CIFAR10DVS,1,144,99.678,100.0,0.019,73.3,98.6,7.531,1.52587890625e-08
CIFAR10DVS,1,145,99.611,100.0,0.023,73.5,98.5,7.536,1.52587890625e-08
CIFAR10DVS,1,146,99.744,100.0,0.019,73.4,98.5,7.525,1.52587890625e-08
CIFAR10DVS,1,147,99.656,100.0,0.03,73.6,98.4,7.584,1.52587890625e-08
CIFAR10DVS,1,148,99.711,100.0,0.018,73.6,98.3,7.542,1.52587890625e-08
CIFAR10DVS,1,149,99.711,100.0,0.02,73.5,98.3,7.545,1.52587890625e-08
CIFAR10DVS,1,150,99.622,100.0,0.024,73.5,98.4,7.564,1.52587890625e-08
CIFAR10DVS,1,151,99.744,100.0,0.019,73.5,98.7,7.546,1.52587890625e-08
CIFAR10DVS,1,152,99.722,100.0,0.015,73.4,98.4,7.57,1.52587890625e-08
CIFAR10DVS,1,153,99.567,100.0,0.029,73.7,98.4,7.563,1.52587890625e-08
CIFAR10DVS,1,154,99.6,100.0,0.025,73.1,98.2,7.545,1.52587890625e-08
CIFAR10DVS,1,155,99.656,100.0,0.024,73.3,98.3,7.547,1.52587890625e-08
CIFAR10DVS,1,156,99.7,100.0,0.025,73.2,98.5,7.564,1.52587890625e-08
CIFAR10DVS,1,157,99.689,100.0,0.021,73.3,98.5,7.541,1.52587890625e-08
CIFAR10DVS,1,158,99.744,100.0,0.015,73.2,98.4,7.574,1.52587890625e-08
CIFAR10DVS,1,159,99.589,100.0,0.023,73.4,98.6,7.545,1.52587890625e-08
CIFAR10DVS,1,160,99.667,100.0,0.021,73.1,98.3,7.532,1.52587890625e-08
CIFAR10DVS,1,161,99.667,100.0,0.016,73.4,98.6,7.525,1.52587890625e-08
CIFAR10DVS,1,162,99.667,100.0,0.024,73.7,98.5,7.519,1.52587890625e-08
CIFAR10DVS,1,163,99.744,100.0,0.013,73.2,98.4,7.544,1.52587890625e-08
CIFAR10DVS,1,164,99.656,100.0,0.022,73.2,98.5,7.534,1.52587890625e-08
CIFAR10DVS,1,165,99.7,100.0,0.021,73.5,98.4,7.519,1.52587890625e-08
CIFAR10DVS,1,166,99.756,100.0,0.02,73.2,98.2,7.558,1.52587890625e-08
CIFAR10DVS,1,167,99.6,100.0,0.03,73.5,98.4,7.549,1.52587890625e-08
CIFAR10DVS,1,168,99.689,100.0,0.018,73.2,98.5,7.551,1.52587890625e-08
CIFAR10DVS,1,169,99.7,100.0,0.022,73.3,98.5,7.533,1.52587890625e-08
CIFAR10DVS,1,170,99.689,100.0,0.017,73.3,98.4,7.531,1.52587890625e-08
CIFAR10DVS,1,171,99.656,100.0,0.019,73.3,98.1,7.537,1.52587890625e-08
CIFAR10DVS,1,172,99.722,100.0,0.02,73.8,98.5,7.525,1.52587890625e-08
CIFAR10DVS,1,173,99.789,100.0,0.015,73.5,98.3,7.532,1.52587890625e-08
CIFAR10DVS,1,174,99.744,100.0,0.012,73.6,98.6,7.557,1.52587890625e-08
CIFAR10DVS,1,175,99.778,100.0,0.016,73.5,98.6,7.554,1.52587890625e-08
CIFAR10DVS,1,176,99.633,100.0,0.023,73.6,98.5,7.554,1.52587890625e-08
CIFAR10DVS,1,177,99.622,100.0,0.023,73.3,98.6,7.586,1.52587890625e-08
CIFAR10DVS,1,178,99.667,100.0,0.018,73.3,98.6,7.551,1.52587890625e-08
CIFAR10DVS,1,179,99.667,100.0,0.019,73.2,98.5,7.564,1.52587890625e-08
CIFAR10DVS,1,180,99.556,100.0,0.022,73.4,98.6,7.554,1.52587890625e-08
CIFAR10DVS,1,181,99.689,100.0,0.02,73.5,98.3,7.566,1.52587890625e-08
CIFAR10DVS,1,182,99.733,100.0,0.018,73.5,98.6,7.527,1.52587890625e-08
CIFAR10DVS,1,183,99.644,100.0,0.022,73.2,98.6,7.534,1.52587890625e-08
CIFAR10DVS,1,184,99.678,100.0,0.023,72.8,98.4,7.536,1.52587890625e-08
CIFAR10DVS,1,185,99.678,100.0,0.015,73.0,98.8,7.535,1.52587890625e-08
CIFAR10DVS,1,186,99.644,100.0,0.024,73.3,98.3,7.528,1.52587890625e-08
CIFAR10DVS,1,187,99.722,100.0,0.026,73.3,98.3,7.555,1.52587890625e-08
CIFAR10DVS,1,188,99.689,100.0,0.023,73.6,98.4,7.532,1.52587890625e-08
CIFAR10DVS,1,189,99.667,100.0,0.021,73.3,98.4,7.541,1.52587890625e-08
CIFAR10DVS,1,190,99.689,100.0,0.021,73.0,98.6,7.531,1.52587890625e-08
CIFAR10DVS,1,191,99.7,100.0,0.02,73.3,98.6,7.524,1.52587890625e-08
CIFAR10DVS,1,192,99.622,100.0,0.022,72.6,98.4,7.524,1.52587890625e-08
CIFAR10DVS,1,193,99.644,100.0,0.021,73.0,98.4,7.53,1.52587890625e-08
CIFAR10DVS,1,194,99.7,100.0,0.02,73.4,98.6,7.538,1.52587890625e-08
CIFAR10DVS,1,195,99.7,100.0,0.016,73.3,98.6,7.507,1.52587890625e-08
CIFAR10DVS,1,196,99.578,100.0,0.032,73.6,98.6,7.515,1.52587890625e-08
CIFAR10DVS,1,197,99.756,100.0,0.014,73.5,98.5,7.55,1.52587890625e-08
CIFAR10DVS,1,198,99.644,100.0,0.028,73.3,98.5,7.558,1.52587890625e-08
CIFAR10DVS,1,199,99.678,100.0,0.023,73.2,98.4,7.539,1.52587890625e-08
CIFAR10DVS,1,200,99.578,100.0,0.023,73.5,98.7,7.57,1.52587890625e-08
